#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 12:07:43 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	460	57.535	528
57.560	464	57.585	527
57.610	464	57.636	526
57.662	462	57.686	525
57.712	457	57.737	524
57.763	449	57.788	523
57.813	440	57.839	522
57.864	428	57.890	522
57.915	416	57.940	522
57.966	404	57.991	522
58.016	391	58.041	522
58.067	380	58.093	522
58.117	370	58.143	523
58.168	362	58.194	523
58.219	358	58.244	523
58.270	355	58.295	523
58.320	354	58.346	524
58.371	358	58.397	524
58.421	364	58.447	525
58.473	372	58.498	525
58.523	382	58.548	526
58.574	393	58.600	525
58.624	405	58.650	526
58.675	418	58.701	525
58.726	430	58.751	525
58.777	442	58.802	525
58.827	451	58.852	525
58.878	457	58.904	526
58.928	462	58.954	526
58.979	464	59.005	526
59.030	463	59.055	527
59.081	459	59.106	526
59.131	452	59.157	527
59.182	443	59.208	526
59.232	432	59.258	527
59.284	420	59.309	528
59.334	408	59.359	527
59.385	396	59.411	527
59.435	385	59.461	527
59.486	374	59.512	526
59.537	367	59.562	526
59.588	360	59.613	525
59.638	357	59.664	524
59.689	356	59.715	523
59.739	358	59.765	523
59.790	363	59.816	521
59.841	371	59.866	521
59.892	379	59.917	521
59.942	390	59.968	521
59.993	402	60.019	521
60.043	414	60.069	521
60.095	426	60.120	521
60.145	437	60.170	522
60.196	447	60.222	523
60.246	454	60.272	524
60.297	459	60.323	525
60.348	462	60.373	526
60.399	461	60.424	527
60.449	458	60.475	530
60.500	452	60.526	530
60.550	445	60.576	531
60.601	436	60.627	532
60.652	424	60.677	531
60.703	413	60.728	532
60.753	401	60.779	532
60.804	390	60.830	531
60.854	379	60.880	530
60.906	371	60.931	528
60.956	364	60.981	526
61.007	360	61.033	525
61.057	358	61.083	522
61.108	358	61.134	520
61.159	363	61.184	518
61.210	368	61.235	517
61.260	378	61.286	516
61.311	386	61.337	514
61.361	398	61.387	515
61.412	409	61.438	515
61.463	420	61.488	516
61.514	431	61.539	517
61.564	442	61.590	519
61.615	449	61.641	521
61.665	456	61.691	524
61.717	459	61.742	526
61.767	459	61.792	528
61.818	458	61.844	531
61.868	453	61.894	533
61.919	447	61.945	535
61.970	438	61.995	536
62.021	429	62.046	537
62.071	417	62.097	536
62.122	406	62.148	536
62.172	396	62.198	535
62.224	385	62.249	534
62.274	376	62.299	532
62.325	368	62.350	528
62.375	363	62.401	525
62.426	362	62.452	523
62.476	362	62.502	520
62.528	365	62.553	518
62.578	370	62.603	515
62.629	377	62.655	514
62.679	385	62.705	511
62.730	395	62.756	511
62.781	406	62.806	511
62.832	416	62.857	512
62.882	427	62.908	512
62.933	436	62.959	515
62.983	444	63.009	517
63.035	449	63.060	520
63.085	453	63.110	523
63.136	455	63.161	527
63.186	454	63.212	530
63.237	450	63.263	533
63.287	445	63.313	536
63.339	439	63.364	539
63.389	430	63.414	539
63.440	420	63.466	541
63.490	411	63.516	541
63.541	400	63.567	540
63.592	391	63.617	538
63.643	383	63.668	535
63.693	375	63.719	532
63.744	371	63.770	528
63.794	367	63.820	525
63.846	365	63.871	520
63.896	367	63.921	517
63.947	371	63.972	513
63.997	376	64.023	510
64.048	384	64.074	508
64.098	393	64.124	507
64.150	402	64.175	507
64.200	412	64.225	508
64.251	422	64.277	509
64.301	432	64.327	512
64.352	440	64.378	515
64.403	446	64.428	519
64.454	451	64.479	522
64.504	453	64.530	527
64.555	453	64.581	531
64.605	449	64.631	534
64.657	445	64.682	538
64.707	439	64.732	540
64.758	431	64.784	542
64.808	422	64.834	543
64.859	413	64.885	544
64.909	403	64.935	542
64.961	394	64.986	540
65.011	386	65.036	539
65.062	380	65.088	535
65.112	374	65.138	531
65.163	371	65.189	526
65.214	370	65.239	522
65.265	371	65.290	517
65.315	375	65.341	514
65.366	379	65.392	510
65.416	385	65.442	507
65.468	393	65.493	504
65.518	401	65.543	504
65.569	410	65.595	504
65.619	419	65.645	505
65.670	426	65.696	507
65.720	434	65.746	511
65.772	439	65.797	515
65.822	444	65.847	519
65.873	447	65.899	524
65.923	448	65.949	529
65.974	447	66.000	534
66.025	443	66.050	539
66.076	438	66.101	542
66.126	432	66.152	545
66.177	424	66.203	547
66.227	417	66.253	547
66.279	408	66.304	547
66.329	400	66.354	545
66.380	392	66.406	542
66.430	385	66.456	537
66.481	380	66.507	533
66.531	377	66.557	528
66.583	374	66.608	523
66.633	375	66.658	518
66.684	376	66.710	512
66.734	380	66.760	508
66.785	385	66.811	504
66.836	392	66.861	503
66.887	399	66.912	501
66.937	407	66.963	501
66.988	415	67.014	502
67.038	423	67.064	505
67.090	430	67.115	508
67.140	436	67.165	513
67.191	440	67.217	517
67.241	443	67.267	523
67.292	444	67.318	528
67.342	444	67.368	534
67.394	441	67.419	539
67.445	436	67.469	543
67.495	431	67.521	546
67.546	425	67.571	549
67.596	417	67.622	550
67.648	410	67.672	550
67.698	403	67.723	548
67.749	396	67.774	545
67.799	390	67.825	541
67.850	386	67.875	536
67.901	382	67.926	531
67.952	380	67.976	525
68.002	380	68.028	519
68.053	381	68.078	513
68.103	384	68.129	508
68.155	388	68.179	504
68.205	393	68.230	502
68.256	399	68.280	499
68.306	406	68.332	499
68.357	412	68.382	500
68.407	419	68.433	501
68.459	425	68.483	505
68.509	430	68.534	509
68.560	435	68.585	514
68.610	437	68.636	520
68.661	438	68.686	526
68.712	438	68.737	532
68.763	436	68.787	539
68.813	434	68.839	543
68.864	430	68.889	547
68.914	424	68.940	551
68.966	419	68.990	552
69.016	413	69.041	552
69.067	408	69.091	550
69.117	401	69.143	548
69.168	396	69.193	544
69.218	391	69.244	538
69.270	388	69.294	533
69.320	386	69.345	527
69.371	385	69.396	520
69.421	385	69.447	514
69.472	387	69.497	508
69.523	391	69.548	504
69.574	394	69.598	500
69.624	399	69.650	498
69.675	404	69.700	497
69.725	411	69.751	497
69.777	415	69.801	499
69.827	422	69.852	502
69.878	426	69.902	507
69.928	429	69.954	512
69.979	432	70.004	518
70.029	434	70.055	525
70.081	434	70.105	531
70.131	433	70.156	536
70.182	431	70.207	543
70.232	428	70.258	547
70.283	424	70.308	551
70.334	418	70.359	553
70.385	414	70.410	553
70.435	409	70.461	552
70.486	404	70.512	551
70.536	400	70.562	546
70.588	396	70.613	541
70.638	393	70.663	536
70.689	391	70.715	529
70.739	390	70.765	523
70.790	390	70.816	516
70.840	392	70.866	510
70.892	394	70.917	505
70.942	397	70.967	500
70.993	400	71.019	498
71.043	405	71.069	496
71.094	409	71.120	496
71.145	414	71.170	497
71.196	417	71.221	499
71.246	421	71.272	504
71.297	423	71.323	509
71.347	426	71.373	516
71.399	428	71.424	522
71.449	428	71.474	529
71.500	428	71.526	536
71.550	427	71.576	541
71.601	424	71.627	546
71.651	421	71.677	550
71.703	419	71.728	553
71.753	415	71.778	555
71.804	411	71.830	554
71.854	407	71.880	552
71.905	404	71.931	549
71.956	401	71.981	544
72.007	399	72.032	538
72.057	397	72.083	531
72.108	396	72.134	525
72.158	396	72.184	517
72.210	396	72.235	511
72.260	398	72.285	506
72.311	400	72.337	500
72.361	403	72.387	497
72.412	405	72.438	495
72.462	409	72.488	494
72.514	412	72.539	496
72.564	415	72.589	498
72.615	418	72.641	502
72.665	419	72.691	507
72.716	421	72.742	513
72.767	423	72.792	519
72.818	423	72.843	526
72.868	424	72.894	533
72.919	422	72.945	539
72.969	421	72.995	544
73.021	419	73.046	550
73.071	417	73.096	552
73.122	414	73.148	554
73.172	412	73.198	554
73.223	409	73.249	553
73.273	407	73.299	550
73.325	405	73.350	544
73.375	403	73.400	540
73.426	402	73.452	534
73.476	401	73.502	527
73.527	401	73.553	520
73.578	401	73.603	513
73.629	402	73.654	507
73.680	405	73.705	502
73.730	405	73.756	497
73.781	407	73.806	495
73.832	409	73.857	494
73.883	411	73.907	494
73.933	414	73.959	496
73.984	415	74.009	500
74.034	416	74.060	505
74.086	417	74.110	511
74.136	417	74.161	517
74.187	418	74.211	525
74.237	418	74.263	532
74.288	417	74.313	538
74.338	417	74.364	544
74.390	416	74.414	548
74.440	414	74.465	552
74.491	413	74.516	554
74.541	412	74.567	555
74.592	411	74.617	554
74.643	410	74.668	551
74.694	408	74.718	546
74.744	408	74.770	542
74.795	407	74.820	535
74.845	408	74.871	529
74.897	407	74.921	522
74.947	407	74.972	515
74.998	407	75.022	508
75.048	408	75.074	503
75.099	409	75.124	499
75.149	409	75.175	496
75.201	411	75.225	495
75.251	411	75.276	495
75.302	411	75.327	496
75.352	412	75.378	499
75.403	413	75.428	504
75.454	413	75.479	509
75.505	413	75.529	515
75.555	413	75.581	522
75.606	413	75.631	529
75.656	413	75.682	535
75.708	413	75.732	541
75.758	412	75.783	546
75.809	411	75.833	550
75.859	412	75.885	553
75.910	412	75.935	554
75.960	411	75.986	553
76.012	411	76.036	551
76.062	411	76.087	547
76.113	411	76.138	543
76.163	411	76.189	537
76.214	411	76.239	531
76.265	412	76.290	524
76.316	412	76.340	518
76.366	412	76.392	511
76.417	412	76.442	505
76.467	411	76.493	501
76.519	412	76.543	497
76.569	412	76.594	495
76.620	411	76.644	495
76.670	411	76.696	497
76.721	411	76.747	499
76.771	410	76.797	502
76.823	410	76.848	508
76.873	409	76.898	513
76.924	409	76.950	520
76.974	409	77.000	526
77.025	409	77.051	533
77.076	409	77.101	539
77.127	410	77.152	544
77.177	409	77.203	548
77.228	411	77.254	551
77.278	411	77.304	553
77.330	412	77.355	554
77.380	413	77.405	550
77.431	414	77.457	548
77.481	415	77.507	543
77.532	415	77.558	539
77.582	415	77.608	533
77.634	415	77.659	526
77.684	416	77.709	520
77.735	416	77.761	513
77.785	416	77.811	508
77.836	415	77.862	503
77.887	414	77.912	499
77.938	413	77.963	497
77.988	411	78.014	496
78.039	411	78.065	497
78.089	409	78.115	499
78.141	408	78.166	502
78.191	407	78.216	506
78.242	407	78.268	512
78.292	405	78.318	518
78.343	405	78.369	524
78.393	405	78.419	531
78.445	406	78.470	537
78.495	406	78.520	542
78.546	408	78.572	546
78.596	409	78.622	549
78.647	410	78.673	551
78.698	412	78.723	551
78.749	413	78.774	550
78.799	415	78.825	548
78.850	416	78.876	545
78.900	418	78.926	539
78.952	419	78.977	533
79.002	419	79.027	528
79.053	420	79.079	522
79.103	418	79.129	516
79.154	418	79.180	510
79.204	418	79.230	506
79.256	416	79.281	502
79.306	415	79.331	499
79.357	413	79.383	498
79.407	411	79.433	499
79.458	409	79.484	500
79.509	407	79.534	502
79.560	405	79.585	507
79.610	404	79.636	511
79.661	403	79.687	517
79.711	402	79.737	523
79.763	402	79.788	529
79.813	403	79.838	535
79.864	405	79.890	539
79.914	405	79.940	544
79.965	407	79.991	547
80.016	409	80.041	548
80.067	411	80.092	549
80.117	414	80.142	550
80.168	416	80.194	547
80.218	418	80.244	544
80.269	420	80.295	540
80.320	422	80.345	535
80.371	423	80.396	530
80.421	423	80.447	524
80.472	423	80.498	518
80.522	422	80.548	513
80.574	421	80.599	508
80.624	419	80.649	504
80.675	416	80.701	502
80.725	414	80.751	501
80.776	411	80.802	500
80.827	408	80.852	502
80.878	406	80.903	503
80.928	404	80.953	507
80.979	401	81.005	511
81.029	400	81.055	516
81.080	400	81.106	521
81.131	399	81.156	526
81.182	400	81.207	532
81.233	401	81.258	536
81.283	403	81.309	540
81.334	406	81.359	545
81.385	407	81.410	546
81.436	411	81.460	548
81.486	414	81.512	547
81.537	417	81.562	546
81.587	419	81.613	543
81.639	422	81.663	539
81.689	424	81.714	535
81.740	426	81.764	530
81.790	426	81.816	525
81.841	425	81.866	520
81.891	425	81.917	515
81.943	424	81.967	511
81.993	421	82.018	507
82.044	419	82.069	504
82.094	415	82.120	503
82.145	412	82.170	502
82.196	409	82.221	503
82.247	406	82.271	505
82.297	403	82.323	507
82.348	400	82.373	511
82.398	398	82.424	515
82.450	397	82.474	520
82.500	397	82.525	525
82.551	398	82.576	529
82.601	398	82.627	534
82.652	401	82.677	538
82.702	403	82.728	541
82.754	406	82.778	543
82.804	409	82.829	545
82.855	413	82.880	545
82.905	416	82.931	543
82.956	420	82.981	542
83.007	423	83.032	539
83.058	426	83.082	536
83.108	427	83.134	531
83.159	429	83.184	526
83.209	429	83.235	523
83.261	428	83.285	518
83.311	426	83.336	513
83.362	424	83.387	510
83.412	421	83.438	507
83.463	417	83.488	505
83.513	413	83.539	505
83.565	410	83.589	505
83.615	406	83.640	506
83.666	402	83.691	509
83.716	400	83.742	511
83.767	397	83.792	515
83.818	396	83.843	518
83.869	396	83.893	524
83.919	395	83.945	527
83.970	396	83.995	532
84.020	398	84.046	535
84.072	401	84.096	538
84.122	405	84.147	540
84.173	408	84.198	542
84.223	412	84.249	542
84.274	416	84.300	542
84.324	420	84.350	540
84.376	423	84.401	538
84.426	426	84.451	535
84.477	429	84.503	532
84.527	430	84.553	528
84.578	431	84.604	524
84.629	430	84.654	520
84.680	428	84.705	516
84.730	426	84.756	513
84.781	423	84.807	510
84.831	419	84.857	508
84.883	415	84.908	508
84.933	411	84.958	508
84.984	407	85.010	508
85.034	403	85.060	510
85.085	400	85.111	512
85.136	397	85.161	515
85.187	394	85.212	518
85.237	394	85.262	523
85.288	393	85.314	526
85.338	394	85.364	530
85.389	396	85.415	533
85.440	399	85.465	535
85.491	403	85.516	537
85.541	407	85.567	539
85.592	411	85.618	540
85.642	416	85.668	539
85.694	420	85.719	539
85.744	423	85.769	537
85.795	427	85.821	535
85.845	430	85.871	532
85.896	431	85.922	528
85.947	432	85.972	526
85.998	432	86.023	522
86.048	430	86.073	518
86.099	428	86.125	515
86.149	425	86.175	514
86.200	421	86.226	511
86.251	417	86.276	510
86.302	413	86.327	510
86.352	408	86.378	510
86.403	404	86.429	511
86.453	400	86.479	513
86.505	397	86.530	516
86.555	394	86.580	518
86.606	393	86.632	521
86.656	392	86.682	524
86.707	393	86.733	528
86.758	396	86.783	530
86.809	397	86.834	533
86.859	401	86.884	535
86.910	405	86.936	536
86.960	409	86.986	536
87.011	414	87.037	537
87.062	419	87.087	535
87.113	423	87.138	535
87.163	427	87.189	534
87.214	430	87.240	531
87.264	432	87.290	528
87.316	434	87.341	526
87.366	433	87.391	523
87.417	433	87.443	521
87.467	431	87.493	518
87.518	427	87.544	516
87.569	423	87.594	515
87.620	419	87.645	513
87.670	414	87.696	513
87.721	409	87.747	513
87.771	405	87.797	514
87.822	400	87.848	515
87.873	397	87.898	517
87.924	394	87.949	519
87.975	392	88.000	521
88.025	392	88.051	524
88.076	392	88.101	526
88.127	393	88.152	528
88.178	396	88.202	530
88.228	399	88.254	532
88.279	404	88.304	533
88.329	408	88.355	534
88.381	413	88.405	534
88.431	418	88.456	534
88.482	422	88.507	532
88.532	426	88.558	531
88.583	430	88.608	530
88.633	432	88.659	528
88.685	434	88.709	526
88.735	435	88.760	524
88.786	433	88.811	522
88.836	432	88.862	520
88.887	429	88.912	519
88.938	425	88.963	517
88.989	421	89.013	517
89.039	417	89.065	516
89.090	411	89.115	516
89.140	406	89.166	517
89.192	402	89.216	517
89.242	398	89.267	517
89.293	395	89.318	520
89.343	393	89.369	521
89.394	392	89.419	523
89.444	392	89.470	525
89.496	393	89.520	527
89.546	394	89.571	528
89.597	398	89.622	529
89.647	402	89.673	529
89.698	407	89.723	530
89.749	412	89.774	531
89.800	417	89.824	530
89.850	422	89.876	530
89.901	426	89.926	529
89.951	429	89.977	529
90.003	432	90.027	527
90.053	434	90.078	526
90.104	434	90.129	525
90.154	434	90.180	523
90.205	433	90.230	522
90.256	429	90.281	521
90.307	426	90.331	520
90.357	422	90.382	519
90.408	417	90.433	519
90.458	413	90.484	519
90.509	407	90.534	518
90.560	403	90.585	520
90.611	400	90.635	521
90.661	396	90.687	521
90.712	393	90.737	522
90.762	392	90.788	523
90.814	392	90.838	524
90.864	392	90.889	525
90.915	395	90.940	526
90.965	398	90.991	526
91.016	401	91.042	527
91.067	405	91.092	528
91.118	411	91.143	528
91.168	415	91.193	528
91.219	420	91.245	527
91.269	425	91.295	527
91.320	428	91.346	526
91.371	431	91.396	526
91.422	433	91.447	526
91.472	434	91.498	525
91.523	434	91.549	524
91.573	432	91.599	523
91.625	431	91.650	523
91.675	427	91.700	522
91.726	423	91.752	523
91.776	419	91.802	522
91.827	414	91.853	522
91.878	410	91.903	522
91.929	405	91.954	522
91.979	400	92.004	523
92.030	397	92.056	523
92.080	394	92.106	523
92.131	393	92.157	524
92.182	392	92.207	524
92.233	393	92.258	525
92.283	395	92.309	524
92.334	398	92.360	525
92.384	400	92.410	525
92.436	405	92.461	525
92.486	409	92.511	525
92.537	415	92.563	525
92.587	418	92.613	525
92.638	424	92.664	525
92.689	427	92.714	524
92.740	430	92.765	525
92.790	433	92.816	525
92.841	433	92.867	525
92.891	433	92.917	525
92.942	433	92.968	525
92.993	430	93.018	524
93.044	428	93.069	525
93.094	424	93.120	524
93.145	420	93.171	524
93.195	416	93.221	524
93.247	411	93.272	524
93.297	406	93.322	524
93.348	402	93.374	525
93.398	399	93.424	524
93.449	396	93.475	524
93.500	393	93.525	524
93.551	393	93.576	524
93.601	393	93.627	524
93.652	395	93.678	524
93.702	398	93.728	524
93.753	401	93.779	523
93.804	404	93.829	523
93.855	409	93.880	524
93.905	414	93.931	523
93.956	418	93.982	523
94.006	422	94.032	524
94.058	425	94.083	524
94.108	429	94.133	524
94.159	431	94.185	524
94.209	433	94.235	524
94.260	433	94.286	524
94.311	433	94.336	525
94.362	430	94.387	525
94.412	428	94.438	526
94.463	424	94.489	525
94.513	420	94.539	526
94.564	416	94.590	526
94.615	412	94.640	525
94.666	408	94.691	526
94.716	404	94.742	526
94.767	400	94.793	525
94.817	398	94.843	525
94.869	396	94.894	524
94.919	394	94.944	524
94.970	395	94.996	523
95.020	395	95.046	523
95.071	398	95.097	523
95.122	401	95.147	522
95.173	404	95.198	522
95.223	408	95.249	522
95.274	412	95.300	522
95.324	416	95.350	522
95.376	420	95.401	522
95.426	424	95.451	523
95.477	428	95.502	524
95.527	430	95.553	523
95.578	432	95.604	525
95.628	432	95.654	525
95.680	432	95.705	526
95.730	431	95.755	526
95.781	429	95.807	527
95.831	425	95.857	527
95.882	421	95.908	527
95.933	417	95.958	527
95.984	414	96.009	527
96.034	409	96.060	527
96.085	405	96.111	527
96.135	402	96.161	525
96.187	400	96.212	524
96.237	397	96.262	524
96.288	396	96.313	524
96.338	396	96.364	522
96.389	397	96.415	522
96.439	399	96.465	521
96.491	401	96.516	521
96.541	404	96.566	521
96.592	407	96.618	521
96.642	411	96.668	521
96.693	416	96.719	521
96.744	419	96.769	522
96.795	423	96.820	522
96.845	426	96.871	523
96.896	428	96.922	523
96.946	430	96.972	524
96.998	431	97.023	525
97.048	430	97.073	526
97.099	429	97.124	527
97.149	428	97.175	528
97.200	425	97.226	528
97.250	422	97.276	528
97.302	418	97.327	528
97.352	414	97.377	528
97.403	410	97.429	528
97.453	407	97.479	528
97.504	404	97.530	526
97.555	401	97.580	526
97.606	399	97.631	524
97.656	397	97.682	523
97.707	398	97.733	523
97.757	398	97.783	521
97.809	399	97.834	521
97.859	401	97.884	520
97.910	404	97.936	520
97.960	407	97.986	519
98.011	411	98.037	520
98.061	414	98.087	520
98.113	417	98.138	520
98.163	422	98.188	521
98.214	425	98.240	522
98.264	426	98.290	524
98.315	428	98.341	524
98.366	429	98.391	526
98.417	429	98.442	526
98.467	429	98.493	527
98.518	427	98.544	528
98.568	425	98.594	528
98.620	422	98.645	529
98.670	419	98.695	530
98.721	415	98.747	529
98.771	412	98.797	528
98.822	409	98.848	528
98.872	406	98.898	527
98.924	402	98.949	525
98.974	401	98.999	525
99.025	400	99.051	524
99.075	399	99.101	522
99.126	400	99.152	521
99.177	400	99.202	521
99.228	402	99.253	520
99.278	405	99.304	519
99.329	407	99.355	519
99.379	411	99.405	518
99.431	414	99.456	519
99.481	417	99.506	520
99.532	421	99.558	521
99.582	422	99.608	521
99.633	425	99.659	522
99.683	427	99.709	524
99.735	428	99.760	525
99.785	428	99.810	526
99.836	428	99.862	528
99.886	426	99.912	528
99.937	424	99.963	529
99.988	423	100.013	529
100.039	419	100.064	529
100.089	417	100.115	530
100.140	413	100.166	529
100.190	410	100.216	529
100.242	408	100.267	528
100.292	405	100.317	527
100.343	403	100.369	525
100.393	402	100.419	524
100.444	401	100.470	523
100.494	401	100.520	522
100.546	402	100.571	521
100.597	403	100.621	519
100.647	405	100.673	520
100.698	408	100.723	518
100.748	411	100.774	518
100.800	413	100.824	519
100.850	416	100.875	518
100.901	419	100.926	520
100.951	420	100.977	520
101.002	423	101.027	522
101.053	425	101.078	524
101.104	425	101.128	524
101.154	427	101.180	526
101.205	426	101.230	527
101.255	426	101.281	528
101.307	424	101.331	529
101.357	422	101.382	530
101.408	420	101.432	530
101.458	417	101.484	530
101.509	414	101.534	530
101.559	411	101.585	529
101.611	409	101.635	528
101.661	407	101.686	527
101.712	404	101.737	526
101.762	404	101.788	525
101.813	403	101.838	523
101.864	403	101.889	521
101.915	403	101.939	520
101.965	404	101.991	519
102.016	406	102.041	519
102.066	408	102.092	518
102.118	410	102.142	518
102.168	412	102.193	518
102.219	415	102.243	519
102.269	418	102.295	519
102.320	420	102.345	520
102.370	423	102.396	522
102.422	424	102.446	522
102.472	424	102.497	524
102.523	425	102.548	526
102.573	424	102.599	527
102.624	424	102.649	529
102.675	423	102.700	529
102.726	421	102.750	530
102.776	419	102.802	530
102.827	417	102.852	530
102.877	415	102.903	530
102.929	413	102.953	530
102.979	410	103.004	529
103.030	409	103.054	528
103.080	407	103.106	527
103.131	406	103.156	526
103.181	405	103.207	523
103.233	405	103.257	522
103.283	405	103.308	521
103.334	406	103.359	519
103.384	407	103.410	518
103.435	409	103.460	518
103.486	411	103.511	518
103.537	412	103.562	517
103.587	415	103.613	518
103.638	417	103.664	519
103.688	419	103.714	519
103.740	420	103.765	520
103.790	422	103.815	522
103.841	423	103.867	523
103.891	423	103.917	525
103.942	424	103.968	527
103.992	422	104.018	528
104.044	422	104.069	530
104.094	421	104.119	530
104.145	419	104.171	530
104.195	417	104.221	532
104.246	415	104.272	531
104.297	413	104.322	531
104.348	412	104.373	529
104.398	410	104.424	528
104.449	408	104.475	527
104.499	408	104.525	525
104.551	406	104.576	523
104.601	406	104.626	522
104.652	407	104.678	521
104.702	407	104.728	520
104.753	409	104.779	519
104.803	410	104.829	518
104.855	412	104.880	517
104.905	414	104.930	517
104.956	415	104.982	517
105.006	416	105.032	518
105.057	417	105.083	519
105.108	419	105.133	521
105.159	420	105.184	522
105.209	421	105.235	524
105.260	422	105.286	525
105.310	422	105.336	526
105.362	420	105.387	528
105.412	421	105.437	529
105.463	419	105.489	530
105.513	418	105.539	531
105.564	418	105.590	532
105.614	416	105.640	531
105.666	414	105.691	530
105.716	412	105.741	530
105.767	412	105.793	528
105.817	410	105.843	527
105.868	409	105.894	525
105.919	409	105.944	524
105.970	408	105.995	522
106.020	408	106.046	521
106.071	409	106.097	520
106.121	410	106.147	519
106.173	411	106.198	518
106.223	412	106.248	517
106.274	413	106.300	517
106.324	414	106.350	518
106.375	415	106.401	518
106.425	417	106.451	520
106.477	418	106.502	520
106.527	419	106.552	522
106.578	419	106.604	523
106.628	420	106.654	526
106.679	420	106.705	526
106.730	420	106.755	528
106.781	419	106.806	529
106.832	419	106.857	529
106.882	418	106.908	530
106.933	417	106.958	531
106.984	416	107.009	531
107.035	414	107.059	530
107.085	413	107.111	530
107.136	412	107.161	529
107.186	411	107.212	527
107.238	410	107.262	526
107.288	411	107.313	524
107.339	410	107.363	523
107.389	410	107.415	522
107.440	410	107.465	520
107.490	411	107.516	519
107.542	412	107.566	519
107.592	412	107.617	518
107.643	413	107.668	517
107.693	415	107.719	518
107.744	415	107.769	518
107.795	416	107.820	520
107.846	417	107.870	520
107.896	418	107.922	521
107.947	418	107.972	523
107.997	419	108.023	524
108.049	419	108.073	525
108.099	419	108.124	527
108.150	419	108.174	528
108.200	418	108.226	529
108.251	417	108.276	530
108.301	417	108.327	531
108.353	416	108.377	530
108.403	415	108.428	530
108.454	414	108.479	530
108.504	413	108.530	529
108.555	413	108.580	528
108.606	411	108.631	527
108.657	412	108.681	525
108.707	412	108.733	523
108.758	412	108.783	522
108.808	412	108.834	521
108.860	412	108.884	519
108.910	413	108.935	519
108.961	413	108.985	518
109.011	414	109.037	519
109.062	415	109.087	518
109.112	416	109.138	518
109.164	416	109.188	519
109.214	416	109.239	520
109.265	418	109.290	521
109.315	417	109.341	523
109.366	418	109.391	524
109.417	418	109.442	525
109.468	418	109.492	527
109.518	417	109.544	528
109.569	417	109.594	529
109.619	416	109.645	529
109.671	415	109.695	529
109.721	416	109.746	530
109.772	414	109.796	529
109.822	414	109.848	529
109.873	414	109.899	528
109.923	413	109.949	528
109.975	413	110.000	526
110.025	413	110.050	525
110.076	413	110.102	523
110.126	413	110.152	523
110.177	413	110.203	521
110.228	413	110.253	520
110.279	414	110.304	519
110.329	414	110.355	519
110.380	415	110.406	519
110.430	415	110.456	518
110.482	416	110.507	519
110.532	416	110.557	519
110.583	416	110.609	520
110.633	416	110.659	522
110.684	417	110.710	523
110.734	417	110.760	524
110.786	416	110.811	525
110.836	416	110.861	526
110.887	417	110.913	528
110.937	416	110.963	529
110.988	415	111.014	529
111.039	415	111.064	529
111.090	415	111.115	530
111.140	415	111.166	529
111.191	415	111.217	529
111.241	414	111.267	527
111.293	414	111.318	527
111.343	414	111.368	526
111.394	414	111.420	525
111.444	414	111.470	523
111.495	414	111.521	522
111.545	414	111.571	522
111.597	415	111.622	519
111.647	415	111.672	520
111.698	415	111.724	519
111.748	415	111.774	518
111.799	416	111.825	519
111.850	416	111.875	519
111.901	416	111.926	520
111.951	417	111.977	520
112.002	416	112.028	522
112.052	416	112.078	523
112.104	416	112.129	524
112.154	416	112.179	525
112.205	416	112.231	527
112.255	415	112.281	527
112.306	415	112.332	528
112.356	415	112.382	529
112.408	415	112.433	529
112.458	414	112.483	529
112.509	414	112.535	529
112.559	414	112.585	528
112.610	415	112.636	528
112.661	415	112.686	527
112.712	414	112.737	526
112.762	414	112.788	526
112.813	416	112.839	524
112.863	416	112.889	523
112.915	415	112.940	522
112.965	416	112.990	522
113.016	416	113.042	521
113.066	416	113.092	521
113.117	416	113.143	520
113.168	416	113.193	520
113.219	416	113.244	521
113.269	416	113.294	521
113.320	416	113.346	522
113.370	414	113.396	522
113.421	415	113.447	524
113.472	415	113.497	525
113.523	415	113.548	526
113.573	416	113.599	527
113.624	415	113.650	527
113.674	415	113.700	528
113.726	415	113.751	529
113.776	415	113.801	529
113.827	416	113.853	528
113.877	416	113.903	528
113.928	415	113.954	528
113.979	415	114.004	528
