#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 11:24:22 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	502	57.839	544
57.864	501	57.889	553
57.915	501	57.940	560
57.966	501	57.990	567
58.016	501	58.042	572
58.067	501	58.092	575
58.117	501	58.143	577
58.169	501	58.193	577
58.219	501	58.244	575
58.270	501	58.295	571
58.320	501	58.346	566
58.371	501	58.396	560
58.421	501	58.447	551
58.473	501	58.497	543
58.523	501	58.548	535
58.574	501	58.599	527
58.624	500	58.650	520
58.675	500	58.700	514
58.726	501	58.751	508
58.777	501	58.801	505
58.827	501	58.853	503
58.878	500	58.903	504
58.928	501	58.954	506
58.980	500	59.004	509
59.030	501	59.055	516
59.081	500	59.106	522
59.131	501	59.157	529
59.182	501	59.207	537
59.233	501	59.258	545
59.284	502	59.308	554
59.334	501	59.359	560
59.385	501	59.410	567
59.435	501	59.461	571
59.486	502	59.511	574
59.537	501	59.562	576
59.588	501	59.612	576
59.638	501	59.664	573
59.689	502	59.714	569
59.739	501	59.765	564
59.791	501	59.815	558
59.841	501	59.866	550
59.892	501	59.917	542
59.942	502	59.968	534
59.993	500	60.019	526
60.044	501	60.069	519
60.095	501	60.120	513
60.145	501	60.170	508
60.196	501	60.222	506
60.246	501	60.272	505
60.297	501	60.323	505
60.348	502	60.373	507
60.399	501	60.424	510
60.449	501	60.475	517
60.500	501	60.526	523
60.550	501	60.576	531
60.602	501	60.627	538
60.652	501	60.677	546
60.703	501	60.729	554
60.753	501	60.779	561
60.804	501	60.830	567
60.855	501	60.880	571
60.906	502	60.931	574
60.956	502	60.981	575
61.007	501	61.033	575
61.057	501	61.083	572
61.108	501	61.134	568
61.159	501	61.184	563
61.210	501	61.235	556
61.260	502	61.286	549
61.311	501	61.337	541
61.361	501	61.387	533
61.413	501	61.438	526
61.463	501	61.488	519
61.514	501	61.540	513
61.564	501	61.590	509
61.615	501	61.641	507
61.666	501	61.691	505
61.717	501	61.742	506
61.767	500	61.793	509
61.818	501	61.844	512
61.868	501	61.894	519
61.919	500	61.945	525
61.970	501	61.995	532
62.021	501	62.046	540
62.071	501	62.097	548
62.122	501	62.148	554
62.172	501	62.198	562
62.224	502	62.249	567
62.274	501	62.299	571
62.325	501	62.351	573
62.375	502	62.401	574
62.426	501	62.452	573
62.477	501	62.502	571
62.528	502	62.553	567
62.578	501	62.604	561
62.629	501	62.655	555
62.679	501	62.705	547
62.730	501	62.756	542
62.781	501	62.806	533
62.832	501	62.857	526
62.882	501	62.908	519
62.933	501	62.959	514
62.983	501	63.009	510
63.035	501	63.060	508
63.085	501	63.110	507
63.136	501	63.162	508
63.186	501	63.212	510
63.237	501	63.263	514
63.288	501	63.313	520
63.339	501	63.364	526
63.389	501	63.415	533
63.440	501	63.466	541
63.490	501	63.516	548
63.541	501	63.567	555
63.592	501	63.617	561
63.643	501	63.668	566
63.693	501	63.719	570
63.744	501	63.770	572
63.794	501	63.820	573
63.846	501	63.871	572
63.896	501	63.921	569
63.947	502	63.973	565
63.997	502	64.023	559
64.048	501	64.074	553
64.099	501	64.124	547
64.150	501	64.175	539
64.200	501	64.226	532
64.251	501	64.277	525
64.301	501	64.327	519
64.353	501	64.378	514
64.403	501	64.428	510
64.454	501	64.479	508
64.504	501	64.530	508
64.555	501	64.581	510
64.605	501	64.631	512
64.657	501	64.682	516
64.707	501	64.732	522
64.758	501	64.784	528
64.808	502	64.834	535
64.859	501	64.885	542
64.910	501	64.935	549
64.961	502	64.986	556
65.011	501	65.037	562
65.062	501	65.088	566
65.112	501	65.138	570
65.164	501	65.189	572
65.214	502	65.239	572
65.265	501	65.290	571
65.315	501	65.341	568
65.366	501	65.392	564
65.416	501	65.442	559
65.468	501	65.493	552
65.518	501	65.543	545
65.569	501	65.595	538
65.619	501	65.645	531
65.670	501	65.696	525
65.721	501	65.746	519
65.772	501	65.797	514
65.822	501	65.848	512
65.873	501	65.899	510
65.923	501	65.949	509
65.975	501	66.000	511
66.025	501	66.050	514
66.076	501	66.101	518
66.126	501	66.152	523
66.177	501	66.203	529
66.227	501	66.253	536
66.279	501	66.304	543
66.329	501	66.354	550
66.380	501	66.406	555
66.430	500	66.456	561
66.481	501	66.507	566
66.532	502	66.557	569
66.583	502	66.608	570
66.633	502	66.659	571
66.684	502	66.710	569
66.734	501	66.760	566
66.786	502	66.811	562
66.836	502	66.861	557
66.887	501	66.913	550
66.937	501	66.963	543
66.988	502	67.014	537
67.038	500	67.064	531
67.090	501	67.115	524
67.140	501	67.165	520
67.191	502	67.217	515
67.241	501	67.267	512
67.292	501	67.318	511
67.343	501	67.368	511
67.394	501	67.419	512
67.444	501	67.470	515
67.495	501	67.521	520
67.545	501	67.571	524
67.597	501	67.622	530
67.647	501	67.672	538
67.698	501	67.724	544
67.748	501	67.774	550
67.799	502	67.825	557
67.849	502	67.875	561
67.901	501	67.926	565
67.951	502	67.976	569
68.002	502	68.028	570
68.052	502	68.078	569
68.103	501	68.129	568
68.154	502	68.179	565
68.205	501	68.230	560
68.255	501	68.281	555
68.306	501	68.332	549
68.356	501	68.382	543
68.408	502	68.433	537
68.458	501	68.483	530
68.509	501	68.535	524
68.559	501	68.585	519
68.610	501	68.636	516
68.660	501	68.686	513
68.712	501	68.737	512
68.762	501	68.787	512
68.813	501	68.839	514
68.863	501	68.889	516
68.914	501	68.940	521
68.966	501	68.990	526
69.016	501	69.041	532
69.067	501	69.092	538
69.117	501	69.143	545
69.168	501	69.193	551
69.219	501	69.244	557
69.270	501	69.294	561
69.320	501	69.346	566
69.371	502	69.396	567
69.421	501	69.447	569
69.473	502	69.497	569
69.523	501	69.548	566
69.574	502	69.598	563
69.624	501	69.650	559
69.675	501	69.700	555
69.725	501	69.751	548
69.777	501	69.801	542
69.827	501	69.852	536
69.878	501	69.903	529
69.928	502	69.954	524
69.979	500	70.004	519
70.030	501	70.055	516
70.081	502	70.105	514
70.131	501	70.157	513
70.182	501	70.207	513
70.232	501	70.258	515
70.284	501	70.308	518
70.334	501	70.359	522
70.385	501	70.409	527
70.435	501	70.461	533
70.486	501	70.511	539
70.536	501	70.562	545
70.588	502	70.612	552
70.638	501	70.663	557
70.689	502	70.714	561
70.739	502	70.765	564
70.790	502	70.815	566
70.841	502	70.866	567
70.892	501	70.916	567
70.942	502	70.968	565
70.993	501	71.018	562
71.043	501	71.069	558
71.095	501	71.119	552
71.145	502	71.170	547
71.196	501	71.220	541
71.246	501	71.272	535
71.297	501	71.322	529
71.347	501	71.373	524
71.399	501	71.423	519
71.449	501	71.474	517
71.500	501	71.525	514
71.550	501	71.576	513
71.601	501	71.626	515
71.652	501	71.677	517
71.703	502	71.727	520
71.753	501	71.779	524
71.804	501	71.829	529
71.854	501	71.880	535
71.906	501	71.930	540
71.956	501	71.981	546
72.007	502	72.031	551
72.057	502	72.083	557
72.108	502	72.134	560
72.158	502	72.184	563
72.210	501	72.235	565
72.260	502	72.285	566
72.311	502	72.337	566
72.361	501	72.387	563
72.412	501	72.438	560
72.463	501	72.488	556
72.514	502	72.539	551
72.564	502	72.590	545
72.615	502	72.641	540
72.665	501	72.691	534
72.717	501	72.742	529
72.767	502	72.792	524
72.818	502	72.844	520
72.868	502	72.894	517
72.919	501	72.945	515
72.969	501	72.995	515
73.021	501	73.046	516
73.071	501	73.096	518
73.122	501	73.148	522
73.172	501	73.198	525
73.223	501	73.249	530
73.274	501	73.299	535
73.325	501	73.350	541
73.375	501	73.401	547
73.426	501	73.452	552
73.476	501	73.502	557
73.528	501	73.553	561
73.578	502	73.603	563
73.629	502	73.655	565
73.679	501	73.705	565
73.730	502	73.756	565
73.780	501	73.806	562
73.832	501	73.857	558
73.882	502	73.907	555
73.933	501	73.959	550
73.983	501	74.009	545
74.034	501	74.060	539
74.085	501	74.110	533
74.136	502	74.161	529
74.186	502	74.212	524
74.237	501	74.263	521
74.287	501	74.313	518
74.339	501	74.364	516
74.389	501	74.414	516
74.440	502	74.466	517
74.490	501	74.516	520
74.541	501	74.567	522
74.591	502	74.617	527
74.643	501	74.668	531
74.693	502	74.718	537
74.744	502	74.770	542
74.794	501	74.820	547
74.845	502	74.871	552
74.896	501	74.921	557
74.947	501	74.972	560
74.997	502	75.023	562
75.048	502	75.074	563
75.098	502	75.124	564
75.150	501	75.175	563
75.200	502	75.225	561
75.251	502	75.277	557
75.301	502	75.327	554
75.352	501	75.378	548
75.402	502	75.428	543
75.454	502	75.479	538
75.504	502	75.529	533
75.555	501	75.581	528
75.605	502	75.631	525
75.656	501	75.682	521
75.707	502	75.732	518
75.758	501	75.783	518
75.809	502	75.834	518
75.859	501	75.885	519
75.910	501	75.935	521
75.961	502	75.986	525
76.012	501	76.036	528
76.062	502	76.088	533
76.113	501	76.138	538
76.163	502	76.189	543
76.215	501	76.239	548
76.265	502	76.290	553
76.316	502	76.340	557
76.366	501	76.392	560
76.417	502	76.442	562
76.467	502	76.493	563
76.519	502	76.543	563
76.569	502	76.594	561
76.620	502	76.645	559
76.670	501	76.696	556
76.721	501	76.746	552
76.772	501	76.797	547
76.823	501	76.847	543
76.873	501	76.899	537
76.924	501	76.949	533
76.974	502	77.000	529
77.026	501	77.050	525
77.076	502	77.101	521
77.127	501	77.151	519
77.177	502	77.203	519
77.228	502	77.253	519
77.278	501	77.304	520
77.330	501	77.354	522
77.380	502	77.405	526
77.431	502	77.456	529
77.481	502	77.507	534
77.532	501	77.557	539
77.583	502	77.608	544
77.634	501	77.658	549
77.684	502	77.710	553
77.735	502	77.760	556
77.785	501	77.811	559
77.837	502	77.861	562
77.887	501	77.912	562
77.938	501	77.962	562
77.988	502	78.014	560
78.039	502	78.064	558
78.089	501	78.115	555
78.141	501	78.165	551
78.191	502	78.216	546
78.242	501	78.267	542
78.292	502	78.318	537
78.343	501	78.368	532
78.394	502	78.419	528
78.445	501	78.469	525
78.495	502	78.521	522
78.546	502	78.571	520
78.596	501	78.622	520
78.648	501	78.672	520
78.698	501	78.723	523
78.749	501	78.773	524
78.799	501	78.825	527
78.850	502	78.876	531
78.900	501	78.926	536
78.952	501	78.977	540
79.002	502	79.027	545
79.053	502	79.079	549
79.103	501	79.129	553
79.154	502	79.180	556
79.205	502	79.230	560
79.256	501	79.281	560
79.306	502	79.332	561
79.357	501	79.383	561
79.407	502	79.433	559
79.459	502	79.484	556
79.509	501	79.534	553
79.560	501	79.586	550
79.610	501	79.636	545
79.661	502	79.687	540
79.711	502	79.737	537
79.763	502	79.788	532
79.813	502	79.838	529
79.864	502	79.890	525
79.914	502	79.940	523
79.965	502	79.991	521
80.016	502	80.041	520
80.067	502	80.092	521
80.117	502	80.143	523
80.168	501	80.194	525
80.218	501	80.244	529
80.270	502	80.295	532
80.320	501	80.345	537
80.371	502	80.397	541
80.421	502	80.447	545
80.472	502	80.498	549
80.522	502	80.548	554
80.574	502	80.599	557
80.624	502	80.649	558
80.675	502	80.701	560
80.725	502	80.751	561
80.776	501	80.802	559
80.827	501	80.852	558
80.878	501	80.903	555
80.928	501	80.954	552
80.979	502	81.005	549
81.029	502	81.055	544
81.081	501	81.106	539
81.131	501	81.156	536
81.182	502	81.208	531
81.232	501	81.258	528
81.283	501	81.309	525
81.333	502	81.359	524
81.385	502	81.410	522
81.435	501	81.460	522
81.486	501	81.512	523
81.536	502	81.562	524
81.587	502	81.613	528
81.638	501	81.663	529
81.689	502	81.714	534
81.739	502	81.765	537
81.790	502	81.816	542
81.840	502	81.866	546
81.892	502	81.917	550
81.942	502	81.967	553
81.993	502	82.019	556
82.043	502	82.069	558
82.094	502	82.120	559
82.145	502	82.170	559
82.196	501	82.221	558
82.246	502	82.271	557
82.297	501	82.323	554
82.347	501	82.373	551
82.398	501	82.424	547
82.449	502	82.474	543
82.500	501	82.525	539
82.550	502	82.576	536
82.601	501	82.627	531
82.651	502	82.677	528
82.703	501	82.728	526
82.753	502	82.778	524
82.804	501	82.830	523
82.854	502	82.880	524
82.905	502	82.931	524
82.956	501	82.981	526
83.007	502	83.032	529
83.057	502	83.082	531
83.108	501	83.134	535
83.158	502	83.184	538
83.209	502	83.235	543
83.260	503	83.285	546
83.311	502	83.336	550
83.362	502	83.387	553
83.412	502	83.438	556
83.463	502	83.488	557
83.514	502	83.539	558
83.565	502	83.589	558
83.615	501	83.641	557
83.666	502	83.691	555
83.716	502	83.742	553
83.768	501	83.792	549
83.818	502	83.843	547
83.869	501	83.893	542
83.919	501	83.945	538
83.970	502	83.995	535
84.020	501	84.046	531
84.072	501	84.096	528
84.122	501	84.147	526
84.173	502	84.198	524
84.223	501	84.249	524
84.274	502	84.299	524
84.325	502	84.350	525
84.376	502	84.400	527
84.426	501	84.452	529
84.477	502	84.502	532
84.527	502	84.553	536
84.579	502	84.603	539
84.629	502	84.654	543
84.680	502	84.705	547
84.730	502	84.756	550
84.781	502	84.806	552
84.831	502	84.857	555
84.883	503	84.907	557
84.933	503	84.958	557
84.984	502	85.009	557
85.034	502	85.060	556
85.085	502	85.110	554
85.136	501	85.161	551
85.187	502	85.211	548
85.237	501	85.263	545
85.288	501	85.313	541
85.338	501	85.364	538
85.390	501	85.414	535
85.440	501	85.465	531
85.491	502	85.516	529
85.541	502	85.567	527
85.592	502	85.617	526
85.642	502	85.668	525
85.694	502	85.718	525
85.744	502	85.769	527
85.795	502	85.820	528
85.845	502	85.871	531
85.896	502	85.921	533
85.947	502	85.972	537
85.998	502	86.022	540
86.048	502	86.074	543
86.099	501	86.124	547
86.149	502	86.175	549
86.201	502	86.225	552
86.251	502	86.276	554
86.302	502	86.327	556
86.352	502	86.378	556
86.403	502	86.429	556
86.453	502	86.479	555
86.505	502	86.530	553
86.555	502	86.580	551
86.606	502	86.632	547
86.656	502	86.682	544
86.707	502	86.733	541
86.758	502	86.783	538
86.809	502	86.834	535
86.859	501	86.885	531
86.910	502	86.936	529
86.960	501	86.986	527
87.012	502	87.037	526
87.062	502	87.087	527
87.113	502	87.139	526
87.163	502	87.189	527
87.214	502	87.240	529
87.265	502	87.290	532
87.316	502	87.341	534
87.366	503	87.391	538
87.417	502	87.443	542
87.467	502	87.493	545
87.518	502	87.544	547
87.569	502	87.594	550
87.620	502	87.645	553
87.670	501	87.696	554
87.721	501	87.747	556
87.771	502	87.797	555
87.823	502	87.848	555
87.873	502	87.898	554
87.924	502	87.950	552
87.974	502	88.000	549
88.025	501	88.051	546
88.076	502	88.101	543
88.127	502	88.152	539
88.177	502	88.202	537
88.228	502	88.254	534
88.278	502	88.304	532
88.329	503	88.355	529
88.380	502	88.405	528
88.431	502	88.456	527
88.481	502	88.507	527
88.532	501	88.558	527
88.582	502	88.608	529
88.634	502	88.659	530
88.684	502	88.709	534
88.735	502	88.761	536
88.785	501	88.811	538
88.836	501	88.862	541
88.887	502	88.912	545
88.938	501	88.963	548
88.988	502	89.013	550
89.039	502	89.065	551
89.089	502	89.115	554
89.140	502	89.166	554
89.191	502	89.216	554
89.242	502	89.267	554
89.292	502	89.318	552
89.343	502	89.369	551
89.393	502	89.419	548
89.445	501	89.470	545
89.495	501	89.520	542
89.546	502	89.572	539
89.596	502	89.622	537
89.647	502	89.673	534
89.698	502	89.723	532
89.749	502	89.774	530
89.799	502	89.825	528
89.850	502	89.876	528
89.900	502	89.926	528
89.951	502	89.977	530
90.002	502	90.027	530
90.053	502	90.078	532
90.104	501	90.129	534
90.154	501	90.180	537
90.205	502	90.230	540
90.256	501	90.281	542
90.307	502	90.331	545
90.357	502	90.383	547
90.408	502	90.433	550
90.458	502	90.484	552
90.510	502	90.534	553
90.560	502	90.585	552
90.611	502	90.636	553
90.661	502	90.687	552
90.712	502	90.737	551
90.762	502	90.788	549
90.814	502	90.838	547
90.864	502	90.889	545
90.915	502	90.940	542
90.965	502	90.991	539
91.016	502	91.041	537
91.067	502	91.092	534
91.118	502	91.142	532
91.168	502	91.194	531
91.219	502	91.244	530
91.269	502	91.295	529
91.321	502	91.345	529
91.371	503	91.396	530
91.422	502	91.447	532
91.472	501	91.498	533
91.523	502	91.548	536
91.573	502	91.599	538
91.625	502	91.649	541
91.675	502	91.700	542
91.726	501	91.751	545
91.776	502	91.802	548
91.827	501	91.852	549
91.878	501	91.903	551
91.929	502	91.953	552
91.979	502	92.005	552
92.030	502	92.055	551
92.080	502	92.106	551
92.132	502	92.156	550
92.182	502	92.207	548
92.233	502	92.258	546
92.283	502	92.309	544
92.334	502	92.359	541
92.385	503	92.410	539
92.436	502	92.460	536
92.486	502	92.511	534
92.537	502	92.562	532
92.587	502	92.613	531
92.638	502	92.663	530
92.689	502	92.714	530
92.740	502	92.764	531
92.790	503	92.816	532
92.841	502	92.866	533
92.891	502	92.917	535
92.943	503	92.967	537
92.993	502	93.018	539
93.044	502	93.069	542
93.094	502	93.120	543
93.145	503	93.171	545
93.196	503	93.221	547
93.247	501	93.272	549
93.297	502	93.322	551
93.348	502	93.374	551
93.398	501	93.424	551
93.449	502	93.475	550
93.500	502	93.525	550
93.551	502	93.576	549
93.601	502	93.627	547
93.652	502	93.678	545
93.702	502	93.728	543
93.754	501	93.779	540
93.804	502	93.829	538
93.855	502	93.881	536
93.905	502	93.931	535
93.956	503	93.982	533
94.007	502	94.032	532
94.058	502	94.083	532
94.108	502	94.133	531
94.159	502	94.185	532
94.209	502	94.235	533
94.260	501	94.286	534
94.311	502	94.336	536
94.362	503	94.387	537
94.412	502	94.438	540
94.463	502	94.489	542
94.513	503	94.539	544
94.565	502	94.590	546
94.615	503	94.640	547
94.666	502	94.692	549
94.716	502	94.742	550
94.767	502	94.793	550
94.818	502	94.843	550
94.869	502	94.894	550
94.919	502	94.945	549
94.970	502	94.996	548
95.020	503	95.046	546
95.071	502	95.097	544
95.122	502	95.147	543
95.173	502	95.198	540
95.223	502	95.249	538
95.274	501	95.300	536
95.324	502	95.350	535
95.376	502	95.401	534
95.426	502	95.451	533
95.477	502	95.503	533
95.527	502	95.553	532
95.578	502	95.604	533
95.629	502	95.654	534
95.680	502	95.705	535
95.730	501	95.756	536
95.781	502	95.807	539
95.831	502	95.857	541
95.882	502	95.908	542
95.933	502	95.958	544
95.984	503	96.009	546
96.034	502	96.060	548
96.085	502	96.111	548
96.135	502	96.161	549
96.187	503	96.212	550
96.237	503	96.262	550
96.288	502	96.314	548
96.338	502	96.364	547
96.389	502	96.415	546
96.440	503	96.465	545
96.491	502	96.516	543
96.541	501	96.567	542
96.592	502	96.618	540
96.642	502	96.668	538
96.693	502	96.719	536
96.744	502	96.769	535
96.795	501	96.820	534
96.845	502	96.871	534
96.896	502	96.922	534
96.946	502	96.972	534
96.998	502	97.023	534
97.048	502	97.073	535
97.099	502	97.125	537
97.149	502	97.175	538
97.200	502	97.226	539
97.251	502	97.276	541
97.302	502	97.327	543
97.352	502	97.378	544
97.403	502	97.429	545
97.453	502	97.479	547
97.505	503	97.530	548
97.555	502	97.580	548
97.606	503	97.631	548
97.656	503	97.682	548
97.707	502	97.733	547
97.757	502	97.783	547
97.809	502	97.834	546
97.859	502	97.884	544
97.910	502	97.936	543
97.960	502	97.986	541
98.011	502	98.037	540
98.062	502	98.087	538
98.113	502	98.138	537
98.163	502	98.189	536
98.214	501	98.240	535
98.264	502	98.290	534
98.316	502	98.341	535
98.366	502	98.391	535
98.417	502	98.442	535
98.467	502	98.493	536
98.518	503	98.544	538
98.568	502	98.594	539
98.620	503	98.645	540
98.670	503	98.695	541
98.721	502	98.747	543
98.771	503	98.797	544
98.822	503	98.848	545
98.873	502	98.898	546
98.924	502	98.949	547
98.974	502	99.000	547
99.025	502	99.051	547
99.075	502	99.101	547
99.127	501	99.152	546
99.177	502	99.202	545
99.228	502	99.253	545
99.278	502	99.304	543
99.329	502	99.355	542
99.379	502	99.405	540
99.431	502	99.456	539
99.481	502	99.506	538
99.532	501	99.558	537
99.582	501	99.608	536
99.633	502	99.659	536
99.684	502	99.709	535
99.735	502	99.760	536
99.785	502	99.811	536
99.836	503	99.862	537
99.886	502	99.912	538
99.938	502	99.963	539
99.988	502	100.013	539
100.039	502	100.065	541
100.089	502	100.115	542
100.140	503	100.166	543
100.190	502	100.216	544
100.242	502	100.267	545
100.292	502	100.317	546
100.343	502	100.369	546
100.393	502	100.419	546
100.444	502	100.470	546
100.495	502	100.520	546
100.546	502	100.571	546
100.596	502	100.622	545
100.647	502	100.673	543
100.697	502	100.723	542
100.749	502	100.774	542
100.799	502	100.824	541
100.850	502	100.876	539
100.900	502	100.926	537
100.951	502	100.977	537
101.001	502	101.027	537
101.053	502	101.078	536
101.103	502	101.128	536
101.154	502	101.180	537
101.204	502	101.230	537
101.255	502	101.281	537
101.306	503	101.331	539
101.357	502	101.382	539
101.407	502	101.433	541
101.458	502	101.484	541
101.508	503	101.534	543
101.560	503	101.585	544
101.610	502	101.635	544
101.661	502	101.687	546
101.711	502	101.737	545
101.762	502	101.788	545
101.812	502	101.838	545
101.864	502	101.889	545
101.914	502	101.939	545
101.965	502	101.991	544
102.015	502	102.041	543
102.066	502	102.092	543
102.118	502	102.142	542
102.168	502	102.193	540
102.219	501	102.244	540
102.269	502	102.295	539
102.320	502	102.345	538
102.371	502	102.396	538
102.422	502	102.446	538
102.472	502	102.498	537
102.523	502	102.548	537
102.573	502	102.599	538
102.625	502	102.649	538
102.675	502	102.700	539
102.726	502	102.750	539
102.776	502	102.802	541
102.827	502	102.852	541
102.877	502	102.903	542
102.929	502	102.953	543
102.979	502	103.004	544
103.030	502	103.055	544
103.080	502	103.106	544
103.131	502	103.156	545
103.182	502	103.207	545
103.233	502	103.257	545
103.283	502	103.309	544
103.334	502	103.359	543
103.384	502	103.410	543
103.436	502	103.460	543
103.486	502	103.511	542
103.537	502	103.561	541
103.587	502	103.613	541
103.638	502	103.663	540
103.688	502	103.714	539
103.740	503	103.764	539
103.790	502	103.815	538
103.841	502	103.866	538
103.891	502	103.917	538
103.942	502	103.967	539
103.993	502	104.018	539
104.044	502	104.068	539
104.094	503	104.120	540
104.145	502	104.170	540
104.195	502	104.221	542
104.247	502	104.271	542
104.297	502	104.322	542
104.348	502	104.372	543
104.398	501	104.424	543
104.449	502	104.474	544
104.499	502	104.525	544
104.551	502	104.575	544
104.601	502	104.626	544
104.652	502	104.677	543
104.702	502	104.728	543
104.753	502	104.778	543
104.804	502	104.829	542
104.855	502	104.879	542
104.905	502	104.931	541
104.956	502	104.981	541
105.006	503	105.032	541
105.058	502	105.082	540
105.108	502	105.133	540
105.159	502	105.183	540
105.209	502	105.235	539
105.260	502	105.286	539
105.310	503	105.336	539
105.362	502	105.387	540
105.412	502	105.437	540
105.463	502	105.489	541
105.513	502	105.539	541
105.564	502	105.590	541
105.615	502	105.640	542
105.666	502	105.691	542
105.716	502	105.742	543
105.767	502	105.793	543
105.817	502	105.843	543
105.869	502	105.894	544
105.919	502	105.944	543
105.970	502	105.996	542
106.020	502	106.046	544
106.071	502	106.097	543
106.121	502	106.147	542
106.173	502	106.198	542
106.223	502	106.248	542
106.274	502	106.300	541
106.324	502	106.350	541
106.375	502	106.401	540
106.426	503	106.451	540
106.477	502	106.502	540
106.527	502	106.553	540
106.578	502	106.604	540
106.628	503	106.654	540
106.680	502	106.705	539
106.730	503	106.755	540
106.781	502	106.807	541
106.831	502	106.857	541
106.882	502	106.908	542
106.932	502	106.958	542
106.984	502	107.009	542
107.034	502	107.059	542
107.085	502	107.111	543
107.135	502	107.161	543
107.186	502	107.212	542
107.237	502	107.262	543
107.288	502	107.313	543
107.338	502	107.364	543
107.389	502	107.415	542
107.439	502	107.465	542
107.491	502	107.516	541
107.541	502	107.566	542
107.592	502	107.618	541
107.642	502	107.668	540
107.693	502	107.719	541
107.743	502	107.769	541
107.795	502	107.820	540
107.845	502	107.870	541
107.896	502	107.922	541
107.946	502	107.972	540
107.997	502	108.023	540
108.048	502	108.073	541
108.099	502	108.124	541
108.149	502	108.175	541
108.200	502	108.226	541
108.250	502	108.276	541
108.302	502	108.327	542
108.352	501	108.377	542
108.403	502	108.429	542
108.453	502	108.479	542
108.504	502	108.530	542
108.554	502	108.580	543
108.606	502	108.631	542
108.656	502	108.681	542
108.707	503	108.733	542
108.757	502	108.783	542
108.808	502	108.834	542
108.859	502	108.884	541
108.910	502	108.935	541
108.961	502	108.986	541
109.011	502	109.037	541
109.062	503	109.087	541
109.113	502	109.138	540
109.164	503	109.188	541
109.214	502	109.240	541
109.265	502	109.290	541
109.315	502	109.341	541
109.367	502	109.391	541
109.417	502	109.442	541
109.468	503	109.492	541
109.518	502	109.544	542
109.569	502	109.594	542
109.619	503	109.645	542
109.671	503	109.695	542
109.721	502	109.746	542
109.772	502	109.797	542
109.822	503	109.848	542
109.873	502	109.898	542
109.924	502	109.949	542
109.975	503	109.999	542
110.025	502	110.051	542
110.076	502	110.101	541
110.126	503	110.152	541
110.178	503	110.202	541
110.228	502	110.253	541
110.279	502	110.303	541
110.329	502	110.355	541
110.380	502	110.405	541
110.430	503	110.456	541
110.482	503	110.506	541
110.532	503	110.557	541
110.583	502	110.608	542
110.633	502	110.659	541
110.684	502	110.709	541
110.735	501	110.760	541
110.786	503	110.810	541
110.836	503	110.862	542
110.887	502	110.912	542
110.937	501	110.963	542
110.989	502	111.013	542
111.039	502	111.064	542
111.090	502	111.114	541
111.140	502	111.166	542
111.191	503	111.216	542
111.241	502	111.267	541
111.293	502	111.317	541
111.343	502	111.368	541
111.394	502	111.419	541
111.444	503	111.470	540
111.495	503	111.520	541
111.546	503	111.571	541
111.597	502	111.621	541
111.647	502	111.673	541
111.698	502	111.723	541
111.748	502	111.774	541
111.800	502	111.824	541
111.850	502	111.875	541
111.901	502	111.925	541
111.951	502	111.977	541
112.002	501	112.028	541
112.052	502	112.078	542
112.104	502	112.129	542
112.154	502	112.179	542
112.205	502	112.231	541
112.255	502	112.281	542
112.306	502	112.332	542
112.357	502	112.382	542
112.408	503	112.433	541
112.458	502	112.484	542
112.509	502	112.535	541
112.559	503	112.585	541
112.611	502	112.636	542
112.661	503	112.686	541
112.712	502	112.738	541
112.762	503	112.788	541
112.813	503	112.839	541
112.863	502	112.889	541
112.915	502	112.940	541
112.965	502	112.990	541
113.016	503	113.042	542
113.066	502	113.092	541
113.117	503	113.143	542
113.168	503	113.193	542
113.219	503	113.244	542
113.269	502	113.295	542
113.320	502	113.346	542
113.370	503	113.396	542
113.422	502	113.447	541
113.472	502	113.497	542
113.523	502	113.549	542
113.573	502	113.599	542
113.624	502	113.650	542
113.674	502	113.700	541
113.726	502	113.751	541
113.776	502	113.801	542
113.827	502	113.853	541
113.877	502	113.903	541
113.928	503	113.954	541
113.979	503	114.004	542
114.030	503	114.055	541
114.080	502	114.106	541
114.131	502	114.157	541
114.181	503	114.207	541
114.233	503	114.258	542
114.283	503	114.308	542
114.334	502	114.360	541
114.384	502	114.410	542
114.435	502	114.461	542
114.485	502	114.511	542
114.537	502	114.562	541
114.587	502	114.612	542
114.638	502	114.664	542
114.688	502	114.714	543
114.739	502	114.765	542
114.790	502	114.815	542
114.841	502	114.866	541
114.891	502	114.917	542
114.942	502	114.968	541
114.992	502	115.018	542
115.044	502	115.069	542
115.094	502	115.119	541
115.145	503	115.171	541
115.195	503	115.221	542
115.246	502	115.272	541
115.297	502	115.322	542
115.348	503	115.373	541
115.398	503	115.423	542
115.449	502	115.475	542
115.499	503	115.525	542
115.550	503	115.576	542
115.601	503	115.626	541
115.652	502	115.677	541
115.702	502	115.728	542
115.753	502	115.779	542
115.803	503	115.829	542
115.855	502	115.880	542
115.905	502	115.930	542
115.956	502	115.982	542
116.006	502	116.032	542
116.057	502	116.083	542
116.108	501	116.133	542
116.159	502	116.184	541
116.209	502	116.234	541
116.260	502	116.286	541
116.310	502	116.336	542
116.361	502	116.387	541
116.412	502	116.437	542
116.463	502	116.488	541
116.514	503	116.539	542
116.564	503	116.590	541
