#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 12:07:43 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.508	496	57.533	487
57.559	506	57.584	481
57.610	513	57.634	475
57.660	518	57.686	473
57.711	520	57.736	473
57.761	519	57.787	475
57.813	514	57.837	480
57.863	507	57.888	486
57.914	497	57.939	495
57.964	486	57.990	505
58.015	474	58.041	515
58.065	461	58.091	527
58.117	448	58.142	537
58.167	436	58.192	547
58.218	425	58.244	554
58.268	417	58.294	561
58.319	411	58.345	563
58.370	409	58.395	565
58.421	407	58.446	563
58.471	410	58.497	560
58.522	416	58.548	553
58.572	425	58.598	545
58.624	436	58.649	536
58.674	447	58.699	526
58.725	460	58.751	514
58.775	474	58.801	504
58.826	485	58.852	495
58.877	497	58.902	487
58.928	506	58.953	480
58.978	513	59.003	476
59.029	517	59.055	473
59.079	519	59.105	474
59.130	517	59.156	476
59.181	512	59.206	482
59.232	504	59.257	489
59.282	495	59.308	497
59.333	483	59.359	507
59.383	471	59.409	518
59.435	458	59.460	529
59.485	446	59.510	539
59.536	434	59.562	548
59.586	424	59.612	556
59.637	416	59.663	561
59.688	411	59.713	563
59.739	409	59.764	564
59.789	410	59.814	562
59.840	413	59.866	557
59.890	420	59.916	551
59.941	428	59.967	544
59.992	438	60.017	534
60.043	450	60.068	524
60.093	463	60.119	513
60.144	475	60.170	502
60.194	487	60.220	494
60.246	497	60.271	486
60.296	506	60.321	480
60.347	512	60.373	475
60.397	517	60.423	474
60.448	516	60.474	475
60.499	514	60.524	478
60.550	509	60.575	484
60.600	502	60.625	491
60.651	492	60.677	500
60.701	481	60.727	510
60.752	469	60.778	520
60.803	456	60.828	532
60.854	444	60.879	541
60.904	433	60.930	549
60.955	424	60.981	556
61.005	417	61.031	561
61.057	412	61.082	562
61.107	411	61.132	562
61.158	412	61.184	561
61.208	415	61.234	555
61.259	422	61.285	549
61.310	431	61.335	540
61.361	441	61.386	531
61.411	453	61.437	521
61.462	465	61.488	510
61.512	477	61.538	501
61.563	488	61.589	492
61.614	498	61.639	484
61.665	507	61.690	479
61.716	512	61.741	476
61.766	515	61.792	475
61.817	515	61.842	476
61.868	512	61.893	480
61.919	507	61.943	486
61.969	499	61.995	493
62.020	490	62.045	502
62.070	478	62.096	512
62.122	466	62.146	523
62.172	454	62.197	533
62.223	443	62.248	542
62.273	432	62.299	549
62.324	423	62.349	556
62.374	416	62.400	560
62.426	414	62.450	562
62.476	412	62.501	562
62.527	413	62.552	559
62.577	418	62.603	554
62.628	425	62.653	547
62.679	434	62.704	539
62.730	444	62.754	529
62.780	456	62.806	519
62.831	467	62.856	509
62.881	479	62.907	499
62.933	490	62.957	491
62.983	500	63.008	484
63.034	506	63.059	479
63.084	511	63.110	476
63.135	513	63.160	476
63.185	513	63.211	477
63.237	510	63.261	481
63.287	505	63.312	488
63.338	496	63.363	496
63.388	486	63.414	504
63.439	475	63.464	515
63.490	463	63.515	524
63.541	451	63.565	535
63.591	441	63.617	543
63.642	431	63.667	551
63.692	424	63.718	557
63.744	418	63.768	561
63.794	414	63.819	562
63.845	414	63.870	560
63.895	416	63.921	558
63.946	420	63.971	552
63.997	428	64.022	545
64.048	437	64.072	536
64.098	446	64.123	526
64.149	458	64.174	517
64.199	469	64.225	506
64.250	481	64.275	497
64.301	491	64.326	490
64.352	499	64.376	483
64.402	506	64.428	479
64.453	511	64.478	477
64.503	512	64.529	477
64.555	511	64.579	479
64.605	508	64.630	484
64.656	502	64.681	490
64.706	493	64.732	498
64.757	483	64.783	507
64.808	473	64.833	517
64.859	461	64.884	527
64.909	451	64.934	536
64.960	440	64.986	544
65.010	430	65.036	552
65.061	423	65.087	557
65.112	417	65.137	561
65.163	415	65.188	562
65.213	415	65.239	560
65.264	417	65.290	556
65.314	424	65.340	550
65.366	430	65.391	543
65.416	439	65.441	534
65.467	449	65.493	525
65.517	461	65.543	515
65.568	472	65.594	505
65.619	482	65.644	496
65.670	493	65.695	488
65.720	500	65.745	483
65.771	506	65.797	479
65.821	510	65.847	477
65.872	511	65.898	477
65.923	509	65.948	480
65.974	505	65.999	486
66.024	499	66.050	492
66.075	490	66.101	500
66.125	481	66.151	509
66.177	470	66.202	519
66.227	459	66.252	528
66.278	448	66.304	539
66.328	439	66.354	546
66.379	430	66.405	553
66.430	423	66.455	557
66.481	419	66.506	560
66.531	417	66.557	560
66.582	417	66.608	558
66.632	420	66.658	554
66.683	425	66.709	547
66.734	433	66.759	541
66.785	442	66.810	531
66.835	452	66.861	522
66.886	463	66.912	513
66.936	473	66.962	503
66.988	484	67.013	495
67.038	493	67.063	488
67.089	500	67.115	482
67.139	506	67.165	479
67.190	509	67.216	478
67.241	509	67.266	479
67.292	507	67.317	483
67.342	502	67.368	488
67.393	496	67.419	495
67.443	488	67.469	503
67.494	478	67.520	512
67.545	467	67.570	522
67.596	457	67.621	530
67.646	447	67.672	539
67.697	437	67.723	547
67.747	429	67.773	553
67.799	424	67.824	558
67.849	419	67.874	559
67.900	417	67.926	559
67.950	419	67.976	557
68.001	423	68.027	553
68.052	428	68.077	546
68.103	435	68.128	539
68.153	444	68.179	530
68.204	455	68.230	520
68.254	465	68.280	511
68.305	476	68.331	502
68.356	485	68.381	493
68.407	494	68.432	488
68.457	500	68.483	482
68.508	505	68.534	479
68.558	508	68.584	479
68.610	508	68.635	480
68.660	505	68.685	484
68.711	500	68.737	489
68.761	493	68.787	496
68.812	485	68.838	504
68.863	475	68.888	514
68.914	465	68.939	523
68.964	455	68.990	532
69.015	445	69.041	541
69.065	437	69.091	547
69.117	428	69.142	554
69.167	423	69.192	558
69.218	420	69.243	559
69.268	419	69.294	559
69.319	421	69.345	556
69.369	425	69.395	551
69.421	431	69.446	545
69.471	439	69.496	537
69.522	447	69.548	527
69.572	457	69.598	519
69.623	467	69.649	510
69.674	477	69.699	501
69.725	486	69.750	493
69.775	494	69.801	487
69.826	501	69.852	482
69.876	505	69.902	480
69.928	506	69.953	479
69.978	505	70.003	481
70.029	502	70.054	485
70.079	498	70.105	491
70.130	490	70.156	498
70.180	482	70.206	506
70.232	473	70.257	516
70.282	462	70.307	524
70.333	453	70.359	534
70.383	443	70.409	541
70.434	435	70.460	549
70.485	428	70.510	553
70.536	423	70.561	557
70.586	421	70.612	559
70.637	421	70.663	558
70.687	422	70.713	554
70.739	428	70.764	549
70.789	433	70.814	543
70.840	441	70.865	535
70.890	450	70.916	526
70.941	460	70.967	518
70.991	471	71.017	508
71.043	479	71.068	500
71.093	488	71.118	493
71.144	495	71.170	486
71.194	501	71.220	483
71.245	504	71.271	481
71.296	505	71.321	480
71.347	505	71.372	483
71.397	501	71.423	487
71.448	495	71.474	493
71.498	487	71.524	500
71.550	479	71.575	508
71.600	470	71.625	518
71.651	461	71.677	526
71.701	451	71.727	535
71.752	442	71.778	543
71.802	434	71.828	549
71.854	428	71.879	554
71.904	424	71.929	556
71.955	421	71.981	557
72.005	422	72.031	557
72.056	424	72.082	553
72.107	429	72.132	548
72.158	436	72.183	541
72.208	444	72.234	533
72.259	453	72.285	524
72.309	463	72.335	515
72.361	472	72.386	507
72.411	481	72.436	499
72.462	489	72.488	492
72.512	495	72.538	486
72.563	500	72.589	483
72.613	503	72.639	481
72.665	503	72.690	482
72.715	502	72.740	484
72.766	498	72.792	488
72.816	493	72.842	494
72.867	485	72.893	502
72.918	476	72.943	510
72.969	467	72.994	519
73.019	458	73.045	527
73.070	449	73.096	535
73.120	441	73.146	543
73.172	434	73.197	549
73.222	427	73.247	554
73.273	424	73.299	556
73.323	423	73.349	556
73.374	424	73.400	554
73.424	427	73.450	551
73.476	432	73.501	546
73.526	439	73.551	539
73.577	447	73.603	531
73.627	456	73.653	523
73.678	465	73.704	514
73.730	474	73.754	505
73.780	483	73.805	498
73.831	490	73.856	492
73.881	497	73.907	486
73.932	500	73.957	483
73.983	502	74.008	482
74.034	503	74.058	483
74.084	500	74.110	486
74.135	496	74.160	491
74.185	490	74.211	496
74.237	482	74.261	504
74.287	474	74.312	512
74.338	465	74.362	520
74.388	456	74.414	529
74.439	447	74.464	536
74.489	438	74.515	544
74.541	432	74.565	549
74.591	428	74.616	553
74.642	425	74.667	555
74.692	424	74.718	555
74.743	425	74.768	554
74.794	428	74.819	549
74.845	434	74.869	544
74.895	441	74.921	537
74.946	448	74.971	529
74.996	458	75.022	521
75.048	467	75.072	513
75.098	475	75.123	504
75.149	485	75.173	498
75.199	491	75.225	492
75.250	496	75.275	487
75.300	500	75.326	484
75.352	502	75.376	483
75.402	501	75.427	485
75.453	498	75.478	488
75.503	494	75.529	492
75.554	488	75.579	499
75.605	480	75.630	506
75.656	471	75.680	513
75.706	463	75.732	522
75.757	454	75.782	529
75.807	445	75.833	537
75.859	439	75.883	544
75.909	432	75.934	549
75.960	427	75.984	553
76.010	425	76.036	554
76.061	425	76.086	553
76.111	427	76.137	552
76.163	431	76.187	548
76.213	437	76.238	542
76.264	443	76.289	536
76.314	452	76.340	528
76.365	460	76.390	520
76.416	469	76.441	512
76.467	478	76.491	505
76.517	485	76.543	497
76.568	492	76.593	492
76.618	497	76.644	488
76.670	500	76.694	485
76.720	500	76.745	485
76.771	500	76.795	486
76.821	496	76.847	489
76.872	492	76.898	494
76.922	486	76.948	500
76.974	477	76.999	507
77.024	469	77.049	515
77.075	460	77.101	523
77.125	452	77.151	531
77.176	444	77.202	538
77.227	437	77.252	544
77.278	430	77.303	549
77.328	427	77.354	553
77.379	426	77.405	553
77.429	426	77.455	553
77.481	429	77.506	550
77.531	433	77.556	546
77.582	439	77.608	540
77.632	446	77.658	533
77.683	454	77.709	526
77.733	462	77.759	519
77.785	471	77.810	510
77.835	479	77.860	504
77.886	487	77.912	497
77.936	492	77.962	492
77.987	497	78.013	488
78.038	499	78.063	485
78.089	500	78.114	486
78.139	499	78.165	488
78.190	495	78.216	491
78.240	490	78.266	496
78.292	483	78.317	502
78.342	475	78.367	509
78.393	467	78.419	518
78.443	459	78.469	525
78.494	450	78.520	532
78.544	443	78.570	539
78.596	435	78.621	544
78.646	432	78.671	549
78.697	427	78.723	551
78.747	427	78.773	552
78.798	427	78.824	551
78.849	430	78.874	549
78.900	435	78.925	544
78.950	441	78.976	539
79.001	448	79.027	532
79.051	456	79.077	524
79.103	465	79.128	517
79.153	473	79.178	510
79.204	481	79.230	503
79.254	488	79.280	496
79.305	493	79.331	492
79.355	497	79.381	488
79.407	499	79.432	487
79.457	499	79.482	488
79.508	496	79.534	489
79.558	493	79.584	493
79.609	488	79.635	498
79.660	480	79.685	504
79.711	473	79.736	511
79.761	465	79.787	519
79.812	456	79.838	526
79.862	448	79.888	533
79.914	441	79.939	539
79.964	435	79.989	544
80.015	431	80.041	548
80.065	428	80.091	551
80.116	427	80.142	552
80.166	428	80.192	549
80.218	432	80.243	546
80.268	437	80.293	541
80.319	443	80.345	537
80.369	450	80.395	530
80.420	458	80.446	523
80.471	467	80.496	515
80.522	475	80.547	508
80.573	483	80.598	501
80.623	488	80.649	496
80.674	494	80.699	492
80.725	497	80.750	488
80.776	499	80.800	489
80.826	498	80.852	489
80.877	495	80.902	491
80.927	491	80.953	495
80.979	486	81.003	500
81.029	479	81.054	507
81.080	472	81.104	513
81.130	463	81.156	520
81.181	455	81.206	527
81.231	447	81.257	534
81.283	440	81.307	540
81.333	434	81.358	545
81.384	431	81.409	548
81.434	429	81.460	550
81.485	429	81.510	549
81.536	430	81.561	548
81.587	433	81.611	544
81.637	438	81.663	540
81.688	445	81.713	534
81.738	452	81.764	528
81.790	461	81.814	521
81.840	468	81.865	514
81.891	476	81.915	508
81.941	484	81.967	501
81.992	489	82.017	496
82.042	494	82.068	492
82.094	497	82.118	490
82.144	498	82.169	489
82.195	497	82.220	490
82.245	494	82.271	493
82.296	489	82.321	497
82.347	484	82.372	502
82.398	477	82.422	508
82.448	469	82.474	515
82.499	461	82.524	521
82.549	453	82.575	529
82.601	446	82.625	535
82.651	439	82.676	540
82.702	434	82.726	544
82.752	430	82.778	547
82.803	429	82.828	549
82.853	429	82.879	548
82.905	431	82.929	546
82.955	435	82.980	543
83.006	440	83.031	538
83.056	446	83.082	532
83.107	454	83.132	526
83.158	462	83.183	519
83.209	470	83.233	513
83.259	478	83.285	506
83.310	484	83.335	501
83.360	490	83.386	496
83.412	494	83.436	493
83.462	497	83.487	491
83.513	497	83.537	491
83.563	496	83.589	492
83.614	493	83.640	495
83.664	488	83.690	498
83.716	482	83.741	504
83.766	475	83.791	510
83.817	468	83.843	516
83.867	459	83.893	523
83.918	452	83.944	529
83.969	445	83.994	536
84.020	439	84.045	540
84.070	434	84.096	544
84.121	431	84.147	547
84.171	429	84.197	547
84.223	430	84.248	546
84.273	433	84.298	545
84.324	436	84.350	542
84.374	442	84.400	537
84.425	448	84.451	531
84.475	456	84.501	524
84.527	463	84.552	518
84.577	471	84.602	513
84.628	479	84.654	506
84.678	485	84.704	501
84.729	490	84.755	497
84.780	494	84.805	493
84.831	495	84.856	492
84.881	497	84.907	492
84.932	495	84.958	494
84.982	492	85.008	496
85.034	486	85.059	500
85.084	480	85.109	506
85.135	474	85.161	511
85.185	465	85.211	518
85.236	457	85.262	524
85.286	450	85.312	530
85.338	444	85.363	536
85.388	438	85.413	540
85.439	434	85.465	544
85.489	431	85.515	547
85.540	431	85.566	546
85.591	431	85.616	546
85.642	434	85.667	542
85.692	438	85.718	539
85.743	444	85.769	535
85.793	450	85.819	529
85.845	457	85.870	523
85.895	465	85.920	517
85.946	473	85.972	511
85.996	480	86.022	505
86.047	486	86.073	500
86.097	490	86.123	497
86.149	493	86.174	494
86.199	496	86.224	493
86.250	495	86.276	493
86.300	494	86.326	495
86.351	490	86.377	498
86.402	485	86.427	503
86.453	478	86.478	508
86.503	471	86.529	513
86.554	464	86.580	520
86.604	457	86.630	526
86.656	450	86.681	532
86.706	443	86.731	537
86.757	438	86.783	541
86.807	434	86.833	544
86.858	432	86.884	545
86.909	432	86.934	545
86.960	432	86.985	545
87.010	436	87.035	542
87.061	439	87.087	537
87.111	445	87.137	532
87.162	453	87.188	527
87.213	459	87.238	521
87.264	466	87.289	515
87.314	474	87.340	509
87.365	480	87.391	504
87.415	486	87.441	499
87.467	490	87.492	497
87.517	493	87.542	495
87.568	495	87.594	494
87.618	495	87.644	495
87.669	492	87.695	497
87.720	488	87.745	500
87.771	484	87.796	505
87.821	477	87.846	510
87.872	471	87.898	515
87.922	463	87.948	522
87.973	456	87.999	527
88.024	449	88.049	534
88.075	443	88.100	537
88.126	438	88.151	542
88.176	435	88.202	543
88.227	432	88.252	544
88.278	432	88.303	544
88.329	433	88.353	542
88.379	437	88.405	539
88.430	441	88.455	535
88.480	448	88.506	531
88.532	453	88.556	525
88.582	460	88.607	519
88.633	469	88.657	514
88.683	475	88.709	508
88.734	481	88.759	504
88.784	486	88.810	500
88.836	491	88.860	497
88.886	493	88.911	495
88.937	494	88.962	495
88.987	493	89.013	497
89.038	490	89.063	498
89.089	487	89.114	502
89.140	481	89.164	506
89.190	476	89.216	511
89.241	468	89.266	517
89.291	462	89.317	523
89.343	454	89.367	529
89.393	448	89.418	533
89.444	443	89.469	537
89.494	438	89.520	541
89.545	434	89.570	542
89.595	433	89.621	544
89.647	433	89.671	542
89.697	435	89.722	541
89.748	438	89.773	537
89.798	444	89.824	533
89.849	449	89.874	529
89.900	455	89.925	523
89.951	462	89.975	518
90.001	469	90.027	513
90.052	476	90.077	508
90.102	481	90.128	503
90.154	486	90.178	500
90.204	490	90.229	497
90.255	492	90.280	496
90.305	493	90.331	496
90.356	492	90.381	498
90.406	489	90.432	500
90.458	486	90.482	504
90.508	480	90.533	509
90.559	473	90.584	513
90.609	467	90.635	519
90.660	459	90.685	524
90.711	453	90.736	529
90.762	448	90.786	534
90.812	442	90.838	538
90.863	438	90.888	540
90.913	435	90.939	542
90.965	434	90.989	542
91.015	434	91.040	542
91.066	436	91.091	539
91.116	440	91.142	536
91.167	444	91.193	532
91.217	451	91.243	527
91.269	456	91.294	522
91.319	463	91.344	517
91.370	471	91.396	511
91.420	476	91.446	507
91.471	482	91.497	503
91.522	486	91.547	499
91.573	490	91.598	499
91.623	491	91.649	497
91.674	491	91.700	497
91.724	490	91.750	499
91.776	488	91.801	502
91.826	484	91.851	506
91.877	478	91.903	510
91.927	473	91.953	514
91.978	466	92.004	521
92.029	459	92.054	525
92.080	453	92.105	531
92.130	447	92.155	534
92.181	441	92.207	538
92.231	438	92.257	541
92.282	436	92.308	542
92.333	435	92.358	541
92.384	436	92.409	541
92.434	438	92.460	538
92.485	441	92.511	535
92.535	446	92.561	530
92.587	452	92.612	526
92.637	458	92.662	521
92.688	464	92.714	516
92.738	471	92.764	511
92.789	477	92.815	506
92.840	483	92.865	502
92.891	486	92.916	500
92.941	489	92.966	498
92.992	491	93.018	498
93.042	490	93.068	498
93.093	489	93.119	500
93.144	485	93.169	503
93.195	482	93.220	507
93.245	477	93.271	511
93.296	471	93.322	517
93.346	465	93.372	522
93.398	458	93.423	527
93.448	452	93.473	531
93.499	447	93.525	535
93.549	442	93.575	539
93.600	439	93.626	540
93.651	438	93.676	541
93.702	437	93.727	541
93.752	437	93.777	539
93.803	440	93.829	537
93.853	443	93.879	533
93.904	448	93.930	530
93.955	453	93.980	524
94.006	459	94.031	519
94.056	466	94.082	514
94.107	472	94.133	510
94.157	477	94.183	505
94.209	482	94.234	502
94.259	486	94.284	499
94.310	489	94.336	498
94.360	490	94.386	498
94.411	490	94.437	499
94.462	487	94.487	501
94.513	484	94.538	505
94.563	480	94.589	509
94.614	475	94.640	513
94.664	469	94.690	519
94.715	463	94.741	524
94.766	457	94.791	528
94.817	451	94.842	532
94.868	446	94.893	536
94.918	443	94.944	538
94.969	439	94.994	540
95.020	438	95.045	541
95.071	437	95.095	540
95.121	439	95.147	538
95.172	441	95.197	535
95.222	445	95.248	532
95.274	449	95.298	527
95.324	455	95.349	523
95.375	461	95.400	518
95.425	466	95.451	513
95.476	473	95.501	508
95.526	478	95.552	505
95.578	482	95.602	502
95.628	485	95.653	499
95.679	487	95.704	500
95.729	488	95.755	499
95.780	488	95.805	501
95.831	486	95.856	504
95.882	483	95.906	507
95.932	478	95.958	510
95.983	473	96.008	515
96.033	468	96.059	520
96.085	461	96.109	525
96.135	456	96.160	529
96.186	451	96.211	533
96.236	447	96.262	536
96.287	443	96.312	538
96.337	440	96.363	540
96.389	438	96.413	539
96.439	439	96.464	539
96.490	440	96.515	537
96.540	442	96.566	534
96.591	447	96.616	530
96.642	451	96.667	526
96.693	457	96.717	522
96.743	462	96.769	516
96.794	468	96.819	512
96.844	473	96.870	508
96.896	478	96.920	504
96.946	482	96.971	502
96.997	485	97.022	500
97.047	486	97.073	500
97.098	487	97.123	500
97.149	487	97.174	502
97.200	484	97.224	505
97.250	480	97.275	508
97.301	477	97.326	512
97.351	472	97.377	516
97.402	466	97.427	521
97.453	461	97.478	526
97.504	455	97.528	530
97.554	450	97.580	533
97.605	446	97.630	536
97.655	443	97.681	538
97.707	441	97.731	539
97.757	440	97.782	539
97.808	440	97.833	538
97.858	442	97.884	536
97.909	444	97.935	532
97.960	448	97.985	529
98.011	453	98.036	524
98.061	458	98.086	520
98.112	463	98.138	516
98.162	469	98.188	511
98.213	474	98.239	507
98.264	478	98.289	505
98.315	482	98.340	502
98.365	484	98.391	501
98.416	485	98.442	501
98.466	486	98.492	502
98.518	484	98.543	503
98.568	482	98.593	506
98.619	479	98.645	509
98.669	475	98.695	513
98.720	470	98.746	518
98.771	465	98.796	522
98.822	460	98.847	526
98.872	455	98.897	531
98.923	450	98.949	534
98.973	446	98.999	537
99.024	443	99.050	537
99.075	442	99.100	538
99.126	441	99.151	538
99.176	442	99.202	536
99.227	443	99.253	534
99.277	446	99.303	531
99.329	450	99.354	528
99.379	454	99.404	523
99.430	459	99.456	519
99.480	464	99.506	515
99.531	469	99.557	511
99.582	474	99.607	507
99.633	478	99.658	504
99.683	482	99.709	502
99.734	483	99.760	501
99.784	485	99.810	502
99.835	484	99.861	502
99.886	483	99.911	504
99.937	480	99.962	507
99.987	478	100.013	510
100.038	473	100.064	514
100.088	469	100.114	518
100.140	464	100.165	523
100.190	459	100.215	527
100.241	454	100.267	531
100.291	450	100.317	534
100.342	446	100.368	535
100.393	444	100.418	538
100.444	442	100.469	538
100.494	441	100.520	537
100.545	443	100.571	535
100.595	446	100.621	533
100.646	448	100.672	530
100.697	452	100.722	527
100.748	456	100.773	522
100.798	460	100.824	518
100.849	465	100.875	514
100.899	470	100.925	510
100.951	474	100.976	506
101.001	478	101.026	504
101.052	481	101.078	502
101.102	483	101.128	501
101.153	483	101.179	502
101.204	483	101.229	503
101.255	482	101.280	505
101.305	479	101.331	508
101.356	476	101.382	511
101.406	471	101.432	515
101.457	467	101.483	521
101.508	463	101.533	523
101.559	457	101.584	528
101.609	454	101.635	531
101.660	450	101.686	534
101.710	446	101.736	536
101.762	445	101.787	537
101.812	443	101.837	537
101.863	443	101.889	537
101.913	445	101.939	535
101.964	447	101.990	532
102.015	449	102.040	529
102.066	454	102.091	525
102.116	458	102.142	521
102.167	462	102.193	517
102.217	467	102.243	514
102.269	471	102.294	509
102.319	475	102.344	506
102.370	478	102.395	504
102.420	481	102.446	503
102.471	482	102.497	502
102.521	483	102.547	502
102.573	481	102.598	504
102.623	480	102.648	506
102.674	477	102.700	509
102.724	473	102.750	512
102.775	470	102.801	517
102.826	465	102.851	521
102.877	461	102.902	524
102.927	457	102.953	528
102.978	453	103.004	532
103.028	449	103.054	535
103.080	447	103.105	536
103.130	445	103.155	538
103.181	444	103.206	536
103.231	444	103.257	535
103.282	446	103.308	533
103.332	448	103.358	531
103.384	451	103.409	528
103.434	455	103.459	524
103.485	459	103.511	520
103.535	463	103.561	516
103.586	467	103.612	513
103.637	471	103.662	509
103.688	475	103.713	506
103.738	478	103.764	504
103.789	480	103.815	503
103.839	481	103.865	503
103.891	481	103.916	504
103.941	480	103.966	505
103.992	478	104.017	507
104.042	476	104.068	511
104.093	472	104.119	514
104.143	468	104.169	517
104.195	465	104.220	521
104.245	460	104.270	525
104.296	456	104.322	529
104.346	453	104.372	531
104.397	450	104.423	534
104.448	447	104.473	535
104.499	446	104.524	536
104.549	446	104.575	536
104.600	446	104.626	535
104.650	448	104.676	533
104.702	450	104.727	529
104.752	453	104.777	527
104.803	457	104.829	523
104.853	461	104.879	519
104.904	464	104.930	515
104.954	469	104.980	513
105.006	472	105.031	509
105.056	476	105.081	507
105.107	478	105.133	505
105.157	480	105.183	504
105.208	480	105.234	503
105.259	481	105.284	504
105.310	479	105.335	506
105.360	477	105.386	508
105.411	475	105.437	512
105.461	471	105.487	515
105.513	467	105.538	519
105.563	464	105.588	522
105.614	459	105.640	526
105.664	455	105.690	529
105.715	452	105.741	531
105.765	449	105.791	533
105.817	448	105.842	535
105.867	447	105.892	536
105.918	446	105.944	534
105.968	447	105.994	533
106.019	449	106.045	532
106.070	451	106.095	529
106.121	454	106.146	526
106.171	458	106.197	523
106.222	462	106.248	519
106.272	465	106.298	515
106.324	469	106.349	512
106.374	473	106.399	509
106.425	476	106.451	507
106.475	478	106.501	505
106.526	479	106.552	505
106.576	479	106.602	505
106.628	479	106.653	505
106.678	477	106.703	507
106.729	475	106.755	510
106.779	473	106.805	513
106.830	470	106.856	516
106.881	465	106.906	519
106.932	462	106.957	523
106.982	458	107.008	526
107.033	455	107.059	529
107.083	452	107.109	531
107.135	450	107.160	533
107.185	448	107.210	534
107.236	448	107.262	535
107.286	448	107.312	534
107.337	450	107.363	534
107.387	451	107.413	530
107.439	453	107.464	528
107.490	456	107.514	525
107.540	460	107.566	522
107.591	463	107.616	518
107.641	467	107.667	514
107.693	470	107.717	512
107.743	473	107.768	509
107.794	476	107.819	507
107.844	477	107.870	506
107.895	479	107.920	504
107.946	479	107.971	505
107.997	477	108.021	506
108.047	476	108.073	508
108.098	474	108.123	510
108.148	471	108.174	513
108.200	467	108.224	517
108.250	464	108.275	520
108.301	460	108.325	523
108.351	457	108.377	527
108.402	454	108.427	529
108.452	452	108.478	532
108.504	450	108.528	533
108.554	449	108.579	533
108.605	448	108.630	533
108.655	449	108.681	532
108.706	450	108.731	532
108.757	452	108.782	530
108.808	455	108.832	527
108.858	458	108.884	524
108.909	461	108.934	521
108.959	464	108.985	517
109.011	468	109.035	514
109.061	471	109.086	511
109.112	474	109.136	509
109.162	475	109.188	507
109.213	477	109.238	506
109.263	478	109.289	505
109.315	477	109.339	507
109.365	477	109.390	508
109.416	475	109.441	509
109.466	472	109.492	511
109.517	470	109.542	515
109.568	466	109.593	517
109.619	463	109.643	522
109.669	460	109.695	524
109.720	457	109.745	527
109.770	454	109.796	529
109.822	452	109.846	531
109.872	450	109.897	532
109.923	449	109.947	533
109.973	449	109.999	533
110.024	450	110.049	532
110.074	452	110.100	530
110.126	453	110.150	528
110.176	456	110.201	526
110.227	460	110.252	523
110.277	462	110.303	519
110.328	466	110.353	516
110.379	468	110.404	514
110.430	471	110.455	511
110.480	473	110.506	509
110.531	476	110.557	508
110.581	476	110.607	507
110.633	477	110.658	506
110.683	476	110.708	507
110.734	475	110.760	509
110.784	473	110.810	511
110.835	471	110.861	512
110.885	468	110.911	515
110.937	465	110.962	518
110.987	462	111.012	522
111.038	459	111.064	524
111.088	456	111.114	527
111.139	455	111.165	529
111.190	452	111.215	531
111.241	451	111.266	531
111.291	450	111.317	532
111.342	450	111.368	532
111.392	451	111.418	530
111.444	452	111.469	530
111.494	455	111.519	527
111.545	457	111.571	525
111.595	460	111.621	522
111.646	463	111.672	519
111.696	466	111.722	516
111.748	469	111.773	513
111.798	472	111.823	511
111.849	474	111.875	510
111.899	475	111.925	509
111.950	476	111.976	507
112.001	476	112.026	508
112.052	475	112.077	508
112.102	473	112.128	510
112.153	472	112.179	512
112.203	469	112.229	513
112.255	467	112.280	517
112.305	464	112.330	520
112.356	461	112.382	522
112.406	459	112.432	525
112.457	455	112.483	527
112.507	453	112.533	530
112.559	451	112.584	530
112.609	450	112.634	531
112.660	450	112.686	531
112.710	450	112.736	531
112.761	452	112.787	530
112.812	453	112.837	528
112.863	456	112.888	526
112.913	458	112.939	523
112.964	461	112.990	521
113.014	464	113.040	519
113.066	468	113.091	516
113.116	470	113.141	514
113.167	473	113.193	512
113.217	473	113.243	510
113.268	475	113.294	509
113.318	475	113.344	510
113.370	475	113.395	509
113.420	475	113.445	510
113.471	473	113.497	511
113.521	471	113.547	513
113.572	468	113.598	515
113.623	466	113.648	518
113.674	463	113.699	520
113.725	460	113.750	522
113.775	458	113.801	525
113.826	455	113.851	527
113.877	453	113.902	528
113.928	452	113.952	529
113.978	451	114.004	530
114.029	452	114.054	530
114.079	452	114.105	530
114.131	453	114.155	528
114.181	454	114.206	528
114.232	457	114.256	525
114.282	460	114.308	523
114.333	463	114.358	520
114.383	465	114.409	518
114.435	468	114.459	516
114.485	470	114.510	514
114.536	472	114.561	512
114.586	474	114.612	510
114.637	475	114.662	509
114.688	475	114.713	509
114.739	474	114.763	510
114.789	473	114.815	511
114.840	471	114.865	512
114.890	470	114.916	514
114.942	467	114.966	516
114.992	464	115.017	518
115.043	462	115.067	521
115.093	460	115.119	523
115.144	457	115.169	525
115.194	455	115.220	526
115.246	453	115.270	528
115.296	452	115.321	529
115.347	452	115.372	530
115.397	452	115.423	530
115.448	453	115.473	528
115.499	454	115.524	527
115.550	455	115.574	526
115.600	458	115.626	524
115.651	461	115.676	523
115.701	463	115.727	520
115.753	465	115.777	517
115.803	468	115.828	516
115.854	471	115.878	514
115.904	472	115.930	512
115.955	473	115.980	512
116.005	474	116.031	511
116.057	474	116.081	511
116.107	473	116.132	511
116.158	472	116.183	512
116.208	471	116.234	513
116.259	468	116.284	515
