#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 12:07:43 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	507	57.838	487
57.864	507	57.888	488
57.914	506	57.940	490
57.965	508	57.990	492
58.015	507	58.041	496
58.067	507	58.091	500
58.117	507	58.142	505
58.168	507	58.192	510
58.218	507	58.244	515
58.269	507	58.294	519
58.319	507	58.345	523
58.371	507	58.395	527
58.421	507	58.446	528
58.472	507	58.497	529
58.522	507	58.548	529
58.573	507	58.598	528
58.624	506	58.649	526
58.675	507	58.699	524
58.725	507	58.751	520
58.776	506	58.801	515
58.826	507	58.852	511
58.878	506	58.902	506
58.928	506	58.953	502
58.979	506	59.003	497
59.029	506	59.055	494
59.080	506	59.105	490
59.130	507	59.156	489
59.182	506	59.206	488
59.232	507	59.257	488
59.283	507	59.308	489
59.333	507	59.359	491
59.384	507	59.409	494
59.435	507	59.460	497
59.486	508	59.510	501
59.536	507	59.562	505
59.587	508	59.612	511
59.637	508	59.663	515
59.689	507	59.713	519
59.739	508	59.764	523
59.790	507	59.814	525
59.840	507	59.866	528
59.891	507	59.916	528
59.941	506	59.967	528
59.993	507	60.017	528
60.043	506	60.068	525
60.094	507	60.119	522
60.144	506	60.170	519
60.195	507	60.220	515
60.246	507	60.271	510
60.297	506	60.322	506
60.347	506	60.373	501
60.398	506	60.424	498
60.448	506	60.474	494
60.500	507	60.525	492
60.550	507	60.575	490
60.601	507	60.627	489
60.651	507	60.677	489
60.702	507	60.728	490
60.752	507	60.778	492
60.804	507	60.829	495
60.854	507	60.879	498
60.905	507	60.931	502
60.955	507	60.981	507
61.006	506	61.032	511
61.057	506	61.082	516
61.108	507	61.133	519
61.158	507	61.184	523
61.209	506	61.235	525
61.259	508	61.285	527
61.311	507	61.336	527
61.361	506	61.386	527
61.412	506	61.438	527
61.462	506	61.488	524
61.513	507	61.539	522
61.563	507	61.589	518
61.615	507	61.640	514
61.665	507	61.690	511
61.716	507	61.742	505
61.766	507	61.792	502
61.817	507	61.843	497
61.868	507	61.893	495
61.919	507	61.944	492
61.969	507	61.995	491
62.020	506	62.046	491
62.070	507	62.096	490
62.122	507	62.147	491
62.172	507	62.197	493
62.223	507	62.249	496
62.273	507	62.299	499
62.324	507	62.350	503
62.374	508	62.400	507
62.426	507	62.451	512
62.476	506	62.501	515
62.527	506	62.553	519
62.577	507	62.603	522
62.628	506	62.654	524
62.679	506	62.704	526
62.730	507	62.755	526
62.780	507	62.806	526
62.831	507	62.857	525
62.881	506	62.907	523
62.933	507	62.958	520
62.983	507	63.008	517
63.034	507	63.060	514
63.084	507	63.110	509
63.135	507	63.161	505
63.185	506	63.211	501
63.237	507	63.262	498
63.287	507	63.312	496
63.338	507	63.364	493
63.388	507	63.414	492
63.439	507	63.465	491
63.490	508	63.515	492
63.541	507	63.566	492
63.592	507	63.617	494
63.642	507	63.668	497
63.693	506	63.718	499
63.744	507	63.769	504
63.795	507	63.819	508
63.845	507	63.871	512
63.896	507	63.921	515
63.946	506	63.972	519
63.998	506	64.022	522
64.048	506	64.073	524
64.099	507	64.123	525
64.149	506	64.175	526
64.200	507	64.225	525
64.250	507	64.276	524
64.302	506	64.326	521
64.352	507	64.377	519
64.403	507	64.428	517
64.453	507	64.479	513
64.504	507	64.529	509
64.555	508	64.580	506
64.606	507	64.630	503
64.656	507	64.682	499
64.707	506	64.732	496
64.757	507	64.783	494
64.809	506	64.833	492
64.859	507	64.884	492
64.910	507	64.934	492
64.960	507	64.986	493
65.011	506	65.036	495
65.061	507	65.087	498
65.113	507	65.137	501
65.163	507	65.188	505
65.214	507	65.239	508
65.264	506	65.290	513
65.315	507	65.340	515
65.366	506	65.391	518
65.417	506	65.441	521
65.467	506	65.493	523
65.518	506	65.543	524
65.568	507	65.594	525
65.620	506	65.644	524
65.670	507	65.695	523
65.721	507	65.745	521
65.771	506	65.797	519
65.822	508	65.847	515
65.872	507	65.898	512
65.924	507	65.948	508
65.974	507	65.999	506
66.025	507	66.050	502
66.075	507	66.101	499
66.126	507	66.151	497
66.177	507	66.202	495
66.228	506	66.252	493
66.278	507	66.304	493
66.329	506	66.354	493
66.379	506	66.405	495
66.431	506	66.455	497
66.481	507	66.506	499
66.532	507	66.556	502
66.582	506	66.608	505
66.633	506	66.659	509
66.683	506	66.709	512
66.735	507	66.760	516
66.785	506	66.810	518
66.836	507	66.862	521
66.886	506	66.912	522
66.937	508	66.963	524
66.988	507	67.013	524
67.039	507	67.064	523
67.089	507	67.115	522
67.140	507	67.166	521
67.190	507	67.216	518
67.242	507	67.267	515
67.292	507	67.317	512
67.343	507	67.369	509
67.393	507	67.419	505
67.444	507	67.470	502
67.494	507	67.520	499
67.546	507	67.571	496
67.596	507	67.621	495
67.647	507	67.673	494
67.697	507	67.723	494
67.748	507	67.774	495
67.799	507	67.824	496
67.850	507	67.875	497
67.900	506	67.926	501
67.951	507	67.977	503
68.001	507	68.027	506
68.053	506	68.078	509
68.103	506	68.128	512
68.154	506	68.180	515
68.204	507	68.230	518
68.255	507	68.281	520
68.305	506	68.331	522
68.357	506	68.382	522
68.407	506	68.432	523
68.458	507	68.484	522
68.508	507	68.534	522
68.559	507	68.585	519
68.610	507	68.635	517
68.661	507	68.686	514
68.711	507	68.737	512
68.762	507	68.788	508
68.812	507	68.838	505
68.864	507	68.889	502
68.914	507	68.939	500
68.965	506	68.991	498
69.015	506	69.041	496
69.066	506	69.092	495
69.116	506	69.142	494
69.168	507	69.193	495
69.218	507	69.243	497
69.269	506	69.295	499
69.319	506	69.345	501
69.370	506	69.396	503
69.421	507	69.446	506
69.472	507	69.497	509
69.522	507	69.548	512
69.573	506	69.599	515
69.623	506	69.649	518
69.675	507	69.700	520
69.725	506	69.750	521
69.776	506	69.802	521
69.826	506	69.852	522
69.877	507	69.903	521
69.928	507	69.953	520
69.979	507	70.004	518
70.029	507	70.054	517
70.080	507	70.106	513
70.130	507	70.156	511
70.181	507	70.207	508
70.232	507	70.257	504
70.283	506	70.308	502
70.333	507	70.359	500
70.384	506	70.410	498
70.434	506	70.460	497
70.486	507	70.511	496
70.536	506	70.561	496
70.587	507	70.613	497
70.637	507	70.663	497
70.688	506	70.714	499
70.739	506	70.764	502
70.790	506	70.815	504
70.840	506	70.865	507
70.891	507	70.917	510
70.941	507	70.967	512
70.992	506	71.018	515
71.043	507	71.068	516
71.094	507	71.119	518
71.145	507	71.170	520
71.195	507	71.221	521
71.246	507	71.271	521
71.297	507	71.322	520
71.348	507	71.372	519
71.398	507	71.424	517
71.449	507	71.474	515
71.499	507	71.525	513
71.551	506	71.575	511
71.601	506	71.626	507
71.652	507	71.676	505
71.702	507	71.728	502
71.753	506	71.778	500
71.803	507	71.829	499
71.855	507	71.879	497
71.905	505	71.930	496
71.956	507	71.981	497
72.006	507	72.032	497
72.057	507	72.082	499
72.108	507	72.133	500
72.159	507	72.183	503
72.209	507	72.235	505
72.260	507	72.285	506
72.310	507	72.336	510
72.362	506	72.386	512
72.412	506	72.437	514
72.463	506	72.488	517
72.513	507	72.539	518
72.564	506	72.589	519
72.614	506	72.640	520
72.666	507	72.690	520
72.716	507	72.741	519
72.767	507	72.792	518
72.817	508	72.843	516
72.868	507	72.893	514
72.919	506	72.944	512
72.970	507	72.994	510
73.020	507	73.046	507
73.071	506	73.096	505
73.121	507	73.147	502
73.173	507	73.197	501
73.223	507	73.248	499
73.274	506	73.299	498
73.324	506	73.350	498
73.375	507	73.400	498
73.425	506	73.451	498
73.477	507	73.501	500
73.527	506	73.552	501
73.578	507	73.603	503
73.628	507	73.654	506
73.679	507	73.704	508
73.730	507	73.755	510
73.781	507	73.805	512
73.831	507	73.857	515
73.882	507	73.907	517
73.932	506	73.958	518
73.984	506	74.008	518
74.034	507	74.059	520
74.085	507	74.110	519
74.135	505	74.161	519
74.186	506	74.212	517
74.236	507	74.262	515
74.288	506	74.313	513
74.338	507	74.363	512
74.389	508	74.415	509
74.439	507	74.465	507
74.490	507	74.516	505
74.541	506	74.566	503
74.592	507	74.617	501
74.642	506	74.668	499
74.693	506	74.719	499
74.743	506	74.769	498
74.795	506	74.820	499
74.845	506	74.870	500
74.896	507	74.922	501
74.946	506	74.972	502
74.997	507	75.023	504
75.048	506	75.073	506
75.099	507	75.124	508
75.149	507	75.174	510
75.200	507	75.226	512
75.250	507	75.276	514
75.301	507	75.327	516
75.352	507	75.377	517
75.403	507	75.428	518
75.453	507	75.479	518
75.504	507	75.530	518
75.554	506	75.580	517
75.606	507	75.631	516
75.656	507	75.681	514
75.707	506	75.733	512
75.757	507	75.783	511
75.808	506	75.834	508
75.859	507	75.884	507
75.910	507	75.935	505
75.960	506	75.985	503
76.011	507	76.037	502
76.061	507	76.087	501
76.112	507	76.138	500
76.163	507	76.188	499
76.214	507	76.239	500
76.264	505	76.290	500
76.315	507	76.341	501
76.365	506	76.391	503
76.417	507	76.442	505
76.467	507	76.492	506
76.518	507	76.544	508
76.568	507	76.594	511
76.619	506	76.645	512
76.670	507	76.695	514
76.721	507	76.746	516
76.771	507	76.796	516
76.822	507	76.848	517
76.872	507	76.898	517
76.923	507	76.949	517
76.974	507	76.999	516
77.025	506	77.050	515
77.075	507	77.101	514
77.126	507	77.152	512
77.176	507	77.202	511
77.228	507	77.253	509
77.278	507	77.303	507
77.329	507	77.355	506
77.379	507	77.405	503
77.430	507	77.456	502
77.481	507	77.506	501
77.532	507	77.557	500
77.582	506	77.608	500
77.633	506	77.659	501
77.683	506	77.709	501
77.734	506	77.760	502
77.785	506	77.810	503
77.836	507	77.861	505
77.887	507	77.912	507
77.937	506	77.963	509
77.988	507	78.013	511
78.039	507	78.064	513
78.090	507	78.114	513
78.140	506	78.166	515
78.191	507	78.216	515
78.241	506	78.267	516
78.293	507	78.317	516
78.343	506	78.368	516
78.394	507	78.419	516
78.444	506	78.470	515
78.495	507	78.520	513
78.545	507	78.571	512
78.597	507	78.621	510
78.647	507	78.672	508
78.698	506	78.723	507
78.748	507	78.774	505
78.799	507	78.824	504
78.850	507	78.875	502
78.901	507	78.925	502
78.951	506	78.977	500
79.002	506	79.027	501
79.052	506	79.078	502
79.104	506	79.128	503
79.154	506	79.179	503
79.205	506	79.230	504
79.255	506	79.281	506
79.306	507	79.331	507
79.356	507	79.382	509
79.408	506	79.432	510
79.458	506	79.483	512
79.509	507	79.534	514
79.559	507	79.585	514
79.610	508	79.635	515
79.661	507	79.686	515
79.712	507	79.736	516
79.762	507	79.788	515
79.813	507	79.838	514
79.863	507	79.889	514
79.915	507	79.939	512
79.965	508	79.990	511
80.016	507	80.041	510
80.066	506	80.092	508
80.117	507	80.142	507
80.168	506	80.193	505
80.219	506	80.243	504
80.269	507	80.294	503
80.320	506	80.345	502
80.370	506	80.396	502
80.421	506	80.446	502
80.472	506	80.497	503
80.523	507	80.547	503
80.573	506	80.599	504
80.624	507	80.649	505
80.674	506	80.700	507
80.726	506	80.750	508
80.776	507	80.801	509
80.827	507	80.852	511
80.877	506	80.903	512
80.928	507	80.954	513
80.979	507	81.004	514
81.030	506	81.055	515
81.080	507	81.105	515
81.131	507	81.157	515
81.181	507	81.207	514
81.232	507	81.258	514
81.283	507	81.308	512
81.334	506	81.359	511
81.384	507	81.410	511
81.435	506	81.461	509
81.485	506	81.511	508
81.537	507	81.562	507
81.587	506	81.612	505
81.638	506	81.664	505
81.688	507	81.714	503
81.739	507	81.765	503
81.790	506	81.815	503
81.841	507	81.866	503
81.891	507	81.916	504
81.942	506	81.968	504
81.992	507	82.018	505
82.043	506	82.069	506
82.094	507	82.119	508
82.145	507	82.170	509
82.195	507	82.221	510
82.246	507	82.272	511
82.296	506	82.322	512
82.348	507	82.373	512
82.398	508	82.423	513
82.449	507	82.475	514
82.499	507	82.525	514
82.550	507	82.576	514
82.601	507	82.626	513
82.652	507	82.677	513
82.702	507	82.728	512
82.753	507	82.779	511
82.803	506	82.829	509
82.854	507	82.880	509
82.905	507	82.930	508
82.956	507	82.981	506
83.006	507	83.032	505
83.057	507	83.083	505
83.107	506	83.133	504
83.159	506	83.184	504
83.209	506	83.234	505
83.260	506	83.286	504
83.310	506	83.336	504
83.361	507	83.387	505
83.412	506	83.437	506
83.463	507	83.488	507
83.513	507	83.539	508
83.564	507	83.590	509
83.614	507	83.640	510
83.665	507	83.691	511
83.716	507	83.741	512
83.767	508	83.792	512
83.817	507	83.843	513
83.868	507	83.894	513
83.918	507	83.944	513
83.970	507	83.995	513
84.020	507	84.045	512
84.071	507	84.097	512
84.121	507	84.147	511
84.172	507	84.198	510
84.223	507	84.248	509
84.274	507	84.299	508
84.324	507	84.350	507
84.375	506	84.401	507
84.425	507	84.451	506
84.476	507	84.502	505
84.527	506	84.552	505
84.578	507	84.603	504
84.628	507	84.654	504
84.679	506	84.705	505
84.729	506	84.755	505
84.781	507	84.806	506
84.831	507	84.856	506
84.882	506	84.908	507
84.932	507	84.958	509
84.983	507	85.009	509
85.034	507	85.059	511
85.085	507	85.110	511
85.135	507	85.161	512
85.186	508	85.212	512
85.236	506	85.262	513
85.288	507	85.313	512
85.338	507	85.363	512
85.389	507	85.414	512
85.439	506	85.465	512
85.490	506	85.516	511
85.540	507	85.566	510
85.592	507	85.617	510
85.642	507	85.667	509
85.693	507	85.719	508
85.743	506	85.769	507
85.794	507	85.820	506
85.845	506	85.870	506
85.896	506	85.921	505
85.946	507	85.972	505
85.997	507	86.023	505
86.047	508	86.073	505
86.099	507	86.124	506
86.149	507	86.174	506
86.200	507	86.225	507
86.250	507	86.276	508
86.301	507	86.327	508
86.351	507	86.377	509
86.403	507	86.428	510
86.453	507	86.478	510
86.504	506	86.530	511
86.554	507	86.580	511
86.605	507	86.631	511
86.656	506	86.681	512
86.707	508	86.732	512
86.757	507	86.783	512
86.808	507	86.834	511
86.858	507	86.884	511
86.910	507	86.935	510
86.960	507	86.985	510
87.011	506	87.036	509
87.061	507	87.087	508
87.112	506	87.138	508
87.162	507	87.188	507
87.214	507	87.239	508
87.264	506	87.289	506
87.315	507	87.341	507
87.365	507	87.391	506
87.416	507	87.442	506
87.467	506	87.492	506
87.518	507	87.543	507
87.568	506	87.594	507
87.619	507	87.645	507
87.669	508	87.695	508
87.721	507	87.746	508
87.771	507	87.796	509
87.822	507	87.848	509
87.872	507	87.898	511
87.923	507	87.949	510
87.973	506	87.999	510
88.025	507	88.050	511
88.075	507	88.100	510
88.126	506	88.152	511
88.176	506	88.202	511
88.227	507	88.253	510
88.278	506	88.303	510
88.329	506	88.354	510
88.379	507	88.405	509
88.430	506	88.456	508
88.480	507	88.506	508
88.532	507	88.557	508
88.582	507	88.607	507
88.633	507	88.659	507
88.683	507	88.709	507
88.734	507	88.760	508
88.784	507	88.810	506
88.836	507	88.861	507
88.886	506	88.911	507
88.937	508	88.963	508
88.987	507	89.013	507
89.038	507	89.064	509
89.089	508	89.114	509
89.140	507	89.165	509
89.190	507	89.216	509
89.241	507	89.267	510
89.291	507	89.317	510
89.343	507	89.368	511
89.393	507	89.418	511
89.444	506	89.470	510
89.494	506	89.520	510
89.545	507	89.571	511
89.595	506	89.621	510
89.647	507	89.672	510
89.697	507	89.722	509
89.748	506	89.774	509
89.798	507	89.824	508
89.849	507	89.875	509
89.901	507	89.925	508
89.951	507	89.976	507
90.002	507	90.027	507
90.052	507	90.078	507
90.103	507	90.128	507
90.154	507	90.179	508
90.205	507	90.229	507
90.255	507	90.281	508
90.306	507	90.331	508
90.356	507	90.382	508
90.408	507	90.432	509
90.458	507	90.483	509
90.509	507	90.533	509
90.559	507	90.585	509
90.610	507	90.635	510
90.660	506	90.686	510
90.712	507	90.736	510
90.762	507	90.787	511
90.813	507	90.838	510
90.863	506	90.889	510
90.914	507	90.939	510
90.965	507	90.990	509
91.016	506	91.040	509
91.066	507	91.092	509
91.117	507	91.142	509
91.167	507	91.193	509
91.219	507	91.243	508
91.269	507	91.294	508
91.320	507	91.344	508
91.370	507	91.396	508
91.421	507	91.446	508
91.471	507	91.497	508
91.523	507	91.547	508
91.573	506	91.598	508
